ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_40,Cc1nc(Nc2cc(C(=O)N3CCC[C@H]3C)cc3c(N4CC[C@@H](C)O[C@@H](C)C4)nc(C)nc23)c2cc3ccccc3cc2n1,-9.3,,-9.3,-9.3
1_41,C[N@@+]1(c2ccc3c(c2)OCO3)Cc2cc3c(cc2[C]2c4cc([C@H]5O[C@H](c6ccc7c(c6)OCO7)[C@@H](O)[C@H]5O)c(F)cc4OC[C@@H]21)OCO3,-10.6,,-10.6,-10.6
1_42,COc1ccc2[nH]nc(-c3cc(-c4cc5c(cc4F)OCCO5)nc(Nc4cccc(F)c4)n3)c2c1,-9.5,,-9.5,-9.5
1_43,O=C(c1nc(Nc2cccc(C(F)(F)F)c2)c2ccccc2n1)N1CC(=O)N2C(=O)N(c3cc4c(cc3F)OCCO4)CC2C1,-9.5,,-9.5,-9.5
1_44,O=C(c1ccc2c(Nc3cc4c(cc3F)OCCO4)nc(Nc3cc4c(cc3F)OCCO4)nc2c1)N1CCOCC1,-9.3,,-9.3,-9.3
1_45,CN1CCC(Oc2ccc3ccc(-c4nc(Nc5cc6c(N)nc(N)nc6cc5F)c5ccc(F)cc5n4)cc3c2)CC1,-10.0,,-10.0,-10.0
1_46,O=C1Nc2ccccc2C12NC(c1ccc3c(c1)OCCO3)N(c1cc3c(cc1F)OCO3)C2=O,-9.4,,-9.4,-9.4
1_47,c1ccc2cc(Nc3nc(Nc4ccc5nc6cc7ccccc7cc6cc5c4)nc4[nH]ncc34)ccc2c1,-11.0,,-11.0,-11.0
1_48,C[C@H]1CN(c2nc(Nc3ccc(F)c4ccccc34)c3cc(-c4ccc5[nH]ncc5c4)c(F)cc3n2)C[C@@H](C)O1,-9.5,,-9.5,-9.5
1_49,O=C1CC2(CCNC2)C(=O)N1c1cccc(-c2nc(Nc3ccc4ccccc4n3)c3ccccc3n2)c1,-9.8,,-9.8,-9.8
1_50,Fc1cccc(Nc2nc(Nc3ccc4[nH]ncc4c3)nc3cc(-c4cc5c(cc4F)OCCO5)ccc23)c1,-9.4,,-9.4,-9.4
1_51,Nc1nc(N)c2cc(NC(=O)C34OC5C6CCC(=O)CC6CC5C5C(=O)CC(=O)C(=C53)Nc3ccccc34)ccc2n1,-10.9,,-10.9,-10.9
1_52,Cc1nc(O[C@@H]2CCN(c3ccc4nc(N)nc(Nc5cc(C(=O)N6CCOCC6)cc(C(F)(F)F)c5)c4c3)C2)c2cc[nH]c2n1,-9.3,,-9.3,-9.3
1_53,O=C1CNc2ccc(-c3nc(Nc4ccc5[nH]ncc5c4)c4ccccc4n3)cc21,-9.5,,-9.5,-9.5
1_54,Cc1ccc(-c2nc(Nc3nc(N4C[C@H](C)O[C@H](C)C4)nc4cc(F)c(F)cc34)c3ccccc3n2)cc1,-9.3,,-9.3,-9.3
1_55,NC(=O)c1cccc(-c2n[nH]c3ccc(Nc4ncnc5ccc(Oc6cccc7ccccc67)cc45)cc23)c1,-9.9,,-9.9,-9.9
1_56,Nc1nc(N)c2cc(Nc3nc(-c4cc5c(cc4F)OCCO5)nc4ccccc34)c(F)cc2n1,-9.7,,-9.7,-9.766666666666667
1_57,CC1CC(C2(c3cc(F)c4c(c3)Oc3cc(Br)ccc3O4)NC(=O)NC2=O)CN1C(=O)C1(C)C(=O)Nc2ccccc21,-9.6,,-9.6,-9.6
1_58,Cc1cc(Nc2nc(Nc3ccc4c(c3)OCCO4)nc3ccc(C)cc23)c2ccccc2c1,-9.3,,-9.3,-9.3
1_59,O=C(c1cc(-c2cc3c(cc2F)OCCO3)nc2cc[nH]c12)N1CCCC12C(=O)Nc1cc3c(cc12)OCO3,-10.2,,-10.2,-10.2
1_60,C[C@H]1CN(c2nc(N)c3cc(-c4n[nH]c5ccc(-c6cc7c(cc6F)OCO7)cc45)ccc3n2)C[C@@H](C)O1,-10.3,,-10.3,-10.3
1_61,Cc1nc(Nc2cc(C(=O)N3C[C@H](C)O[C@H](C)C3)cc(-c3ccc4[nH]ncc4c3)n2)c2cc(N3CC(F)(F)C3)c(F)cc2n1,-9.7,,-9.7,-9.7
1_62,NC1=NC(C(=O)N2CCC(C3CNC(=O)CN3C(=O)N3CCc4[nH]c5ccc(-c6cc7c(cc6F)OCO7)cc5c4C3)CC2)(c2ccc3ccccc3c2)O1,-9.6,,-9.6,-9.6
1_63,Cc1ccc2c(N3C4CCC3CC(N)C4)cc(C(=O)N3CC4(CN(C(=O)Nc5ccc6nc(N)ncc6c5)CO4)C3)nc2c1,-7.8,,-7.8,-7.8
1_64,Fc1cc2[nH]nc(-c3ccc4[nH]nc(-c5ccc6[nH]ncc6c5)c4c3)c2cc1-c1n[nH]c2ccccc12,-9.8,,-9.8,-9.8
1_65,Nc1ccc2c(Nc3nc(Nc4nc5ccccc5c5ccccc45)nc4ccccc34)cccc2n1,-10.9,,-10.9,-10.9
1_66,O=C(Nc1nc(Nc2cc3c(cc2Cl)OCCO3)nc2ccccc12)N1Cc2cc3c(cc2C1)OCO3,-8.5,,-8.5,-8.5
1_67,C[C@H]1CN(c2nc(N)nc(Oc3ccc4c(Nc5ccc6[nH]ncc6c5)nc(-c5cc6c(cc5F)OCCO6)cc4c3)n2)C[C@@H](C)O1,-10.8,,-10.8,-10.8
1_68,c1ccc2c(Nc3ccc4c(c3)OCCO4)nc(-c3ccc4[nH]ccc4c3)nc2c1,-9.3,,-9.3,-9.3
1_69,Cc1cc(-c2cnc3nc(N4CCC5(CCCN5C(=O)C5(C)CCC(=O)N5)CC4)c(C)cc3c2)nc(Nc2cc(C)nc3[nH]ncc23)n1,-7.5,,-7.5,-7.5
1_70,CC1(C(=O)N2CCN(C(=O)Nc3nc(N)c4ccccc4n3)C(c3cccc(C4(C)NC(=O)NC4=O)c3)(c3c[nH]c4ccccc34)C2)CC1,-8.8,,-8.8,-8.8
1_71,Nc1nc(Nc2cccc(C(=O)N3CCc4ccccc4C3)c2)c2cc(N3C(=O)CCC3=O)ccc2n1,-9.8,,-9.8,-9.8
1_72,O=C1NC(=O)C2C1CCC2N1C(=O)C2C(=O)NC(=O)C2C1c1ccc2ccccc2c1,-8.7,,-8.7,-8.7
1_73,Nc1nc(Nc2ccc3c4c(ccc3c2)OCCO4)nc(Nc2cccc3cc(C(=O)N4CCOCC4)ccc23)n1,-9.0,,-9.0,-9.0
1_74,Fc1ccc2cc(-c3nc(Nc4cc5c(cc4F)OCCO5)c4ccccc4n3)c(Nc3cc4c(cc3F)OCCO4)nc2c1,-10.7,,-10.7,-10.7
1_75,Nc1nc(-c2ccc3[nH]ncc3c2)cc2ccc([C@@H]3CN(C4CCN(C(=O)c5cc(F)cc(N6COC6=O)c5)CC4)C(=O)O3)cc12,-9.6,,-9.6,-9.6
1_76,FC(F)(F)c1ccc2nc(Nc3ccc4c(c3)OCCO4)nc(Nc3ccc4c(c3)OCCO4)c2c1,-9.3,,-9.3,-9.3
1_77,C[C@H]1CN([C@@H]2CCC(=O)NC2)C(=O)C2(CC2)CN1C(=O)c1n[nH]c2ccc(-c3nc(Nc4cc5c(cc4F)OCCO5)c4ccccc4n3)cc12,-10.5,,-10.5,-10.5
1_78,C[C@@H]1CN(C(=O)c2cccc(C(=O)N3C(=O)c4cc5cnc(N)cc5cc4C[C@H]3C)c2)C[C@@H](Cn2cc(C3(C)CCOCC3)nn2)O1,-8.7,,-8.7,-8.7
1_79,O=C1c2ccccc2C(c2nc3ccccc3[nH]2)N1C1CCN(Cc2cc3c(cc2F)OCCO3)CC1,-9.5,,-9.5,-9.5
1_80,CN1CCC(N2CC(=O)N(C)c3ccc(-c4nc(Nc5cccc6c5C(=O)NC6)c5ccccc5n4)cc3C2=O)CC1,-10.6,,-10.6,-10.6
1_81,Nc1cc(-c2n[nH]c3ccc(-c4cc(-c5ccc6[nH]ncc6c5)nc(Nc5cc6c(cc5F)OCCO6)n4)cc23)nc(N)n1,-11.1,,-11.1,-11.1
1_82,Cc1cc(C)cc(Nc2nc(Nc3cc(C(=O)N4CCOCC4)nn3-c3ccccc3)nc3ccc(-c4ccc5[nH]ccc5c4)cc23)c1,-8.7,,-8.7,-8.7
1_83,Cc1cccc(Nc2nc(Nc3ccc4c(c3)OCCO4)nc3ccc(C(=O)N4Cc5cc6c(cc5C4)OCO6)cc23)c1,-9.8,,-9.8,-9.8
1_84,Nc1ncnc2cc(-c3ccc4[nH]ncc4c3)c(O[C@@H]3CCN(C(=O)[C@]4(c5ccc6[nH]ccc6c5)C[C@@H]5CC[C@H]4C5)C3)cc12,-9.0,,-9.0,-9.0
1_85,Nc1cc(-c2ccc3[nH]nc(Nc4cccc(C(=O)N5CCOCC5)c4)c3c2)nc2ccccc12,-8.9,,-8.9,-8.9
1_86,O=C1NC(c2cc(-c3cnc4ccccc4c3)cc3cc(-c4ccc5ccccc5c4)[nH]c23)Nc2ccccc21,-10.5,,-10.5,-10.5
1_87,Fc1cc2c(cc1-c1cc3c(Nc4ccc5c(c4)OCCO5)ncnc3cc1F)OCO2,-9.9,,-9.9,-9.9
1_88,Nc1nc(Nc2cccc3cc[nH]c23)c2cc(-c3cc(N)c4ccccc4n3)ccc2n1,-10.5,,-10.5,-10.5
1_89,C[C@@H]1CC[C@H](F)CN1C(=O)c1cccc(Nc2nc(-c3ccc4[nH]ccc4c3)nc3cc(F)ccc23)c1,-10.1,,-10.1,-10.1
1_90,NC(=O)c1cccc(Nc2nc(-c3c[nH]c4ccccc34)cc3cc(F)c(F)cc23)c1,-9.7,,-9.7,-9.7
1_91,O=C1CCN(C(=O)N2C[C@@H](F)C[C@@H](F)C2)[C@H]2C[C@@H](Oc3cc(-c4cc5c(cc4F)OCCO5)nc4cccc(F)c34)CN12,-9.8,,-9.8,-9.8
1_92,Cc1ccc(Nc2nc(-c3nc(-c4cc5c(cc4F)OCCO5)cc4ccccc34)nc3ccccc23)c(C(=O)N2CCOCC2)c1,-10.6,,-10.6,-10.6
1_93,Fc1cc2c(cc1-c1cc3ccc(-c4cc5c(cc4F)OCCO5)nc3c(Nc3ccc4[nH]ncc4c3)n1)OCO2,-9.8,,-9.8,-9.8
1_94,CC(=O)N1CCC2(CC1)CN(C(=O)N1CCN(c3nc4ccccc4c4ncc(-c5c[nH]c6ccccc56)cc34)CC1)CCN(C1(c3ccccc3F)CC(F)(F)C1)C2=O,-10.1,,-10.1,-10.1
1_95,Cn1c(-c2ccc3c(c2)OCCO3)cc2ccc(C(=O)N3CCc4cc5c(cc4C3)OCCO5)cc21,-9.1,,-9.1,-9.1
1_96,Cc1cccc2[nH]c3c(c12)C(=O)N(c1cccc2ccccc12)C3c1nc(N)c2ccccc2n1,-10.6,,-10.6,-10.6
1_97,CN1C(=O)N(C(=O)c2cc3c(cc2F)OCO3)C2(CCN(C(=O)c3nc(N4CCOCC4)c4ccccc4n3)C2)C1=O,-9.0,,-9.0,-9.0
1_98,c1cnc2ccc(-c3ccc4[nH]c(-c5cc(-c6cc7ccccc7[nH]6)cc(NC6CCNCC6)n5)cc4c3)cc2c1,-9.3,,-9.3,-9.3
1_99,c1ccc2c(Nc3c4ccccc4nc4ccccc34)nc(-c3c[nH]c4ccccc34)nc2c1,-8.8,,-8.8,-8.8
1_100,Nc1nc(N2C3CCC2CC(C(=O)N2CCN(c4cc5c(N)nc(-c6ccc7ccccc7c6)nc5nc4O)CC2)C3)nc2ccccc12,-7.9,,-7.9,-7.9
1_101,O=C(c1ccc2nc(Nc3ccc4c(c3)OCCO4)nc(Nc3ccc4c(c3)OCCO4)c2c1)N1CCC(F)C1,-8.8,,-8.8,-8.8
1_102,CC(=O)N1CCC(F)(c2ccc3c(Nc4cc5c(cc4F)OCCO5)nc(-c4cccc(C(N)=O)c4)nc3c2)C1,-10.7,,-10.7,-10.7
1_103,Fc1cc2c(cc1Nc1nc(-c3cc4c(cc3F)OCCO4)nc3[nH]ccc13)OCCO2,-9.5,,-9.5,-9.5
1_105,NC(=O)c1cccc(Nc2nc(Nc3cc4ccccc4cc3F)c3ccc(C(=O)N4CCOCC4)cc3n2)c1,-9.0,,-9.0,-9.0
1_106,c1ccc2c(Nc3ncc4nc(Nc5ccc6c(c5)CCO6)nc(N5CCOCC5)c4n3)c3ccccc3nc2c1,-8.9,,-8.9,-8.9
1_107,CC1(c2cccc(Nc3nc(N4CCOCC4)nc4cccc(Oc5ccc6c(c5)CC(F)(F)CC6)c34)c2)NC(=O)NC1=O,-11.0,,-11.0,-11.0
1_108,Nc1nc(Nc2nc3c(cc2-c2cc4c(cc2F)OCCO4)CC(c2cccc(F)c2)N3)cc(C2CCOCC2)n1,-9.2,,-9.2,-9.2
1_109,C[C@@]12CCCN1C(=O)N(c1cc(F)cc(-c3ccc4[nH]nc(-c5ccc6[nH]ncc6c5)c4c3)c1)C2=O,-10.0,,-10.0,-10.0
1_110,CC1CC2(CCN(C(=O)C3(C)NC(=O)NC3=O)CC2)c2cc3cc(-c4cc(N)nc(-c5ccc6[nH]ncc6c5)n4)ccc3cc2O1,-10.4,,-10.4,-10.4
1_111,Nc1nc(Nc2cccc(-c3ccc4[nH]nc(-c5ccc6[nH]ncc6c5)c4c3)c2)c2cc(C(=O)N3CCOCC3)ccc2n1,-10.6,,-10.6,-10.6
1_112,O=C(Nc1ccc2c(c1)OCCO2)Nc1ccc2oc3c4ccc(C5NC(=O)c6ccccc6N5)cc4ccc3c2c1,-9.2,,-9.2,-9.2
1_113,O=C1NC(=O)C2C1C(c1cc3ccccc3[nH]1)C1C3C(=O)N(Cc4c(-c5ccc6ccccc6c5)[nH]c5ccccc45)C(=O)C3C21,-9.4,,-9.4,-9.4
1_114,O=C1NC(=O)C2C1C1CC(=O)N(C1=O)C2c1ccc2[nH]c3ccccc3c2c1,-8.5,,-8.5,-8.5
1_115,Cc1[nH]c2ccccc2c1C1Nc2ccccc2C(c2ccc3c(c2)OCO3)N1C(=O)CN1C(=O)c2ccccc2C1=O,-7.8,,-7.8,-7.8
1_116,NC(=O)c1cc(Nc2cc(-c3ccc4ccccc4c3)nc3ccccc23)c2cc(-c3nc4ccccc4[nH]3)oc2c1,-10.0,,-10.0,-10.0
1_117,Cc1ccc2c(Nc3c4ccccc4nc4ccccc34)nc(Nc3ccc4nc5ccccc5c(N5CCOCC5)c4c3)nc2c1,-9.8,,-9.8,-9.8
1_118,Cc1cnc2ccccc2c1Nc1nc(Nc2ccc3[nH]nc(-c4cc5cn[nH]c5cc4F)c3c2)c2ccccc2n1,-9.0,,-9.0,-9.0
1_119,NC(=O)C1CCN(C2CCCC3(C2)NC(=O)N(C2CCN(c4nc(-c5ccc6c(c5)OCCO6)c5ccccc5n4)CC2)C3=O)CC12CCNC2,-9.9,,-9.9,-9.9
1_120,Cc1ccc2nc(C)cc(N3CCN(C(=O)Nc4cc(C(=O)Nc5ccc6c(c5)OCCO6)c5ccccc5n4)CC3)c2c1,-8.2,,-8.2,-8.2
1_121,Nc1nc(-c2cc(Nc3c(C(=O)Nc4ccc5c(c4)OCCO5)cnc4ccccc34)ccn2)cc2ccccc12,-8.6,,-8.6,-8.6
1_122,Cc1cc2cc(-c3nc4ccc(F)cc4[nH]3)cnc2nc1N1CCC2(CC1)CNC(=O)N2C(=O)c1cc2cn[nH]c2cc1F,-7.4,,-7.4,-7.4
1_123,Nc1nc(-c2ccc3nc(N4CCOCC4)nc(Nc4cccc5ccccc45)c3c2)nc2ccccc12,-10.4,,-10.4,-10.4
1_124,CC(=O)N1CCN(Cc2cc(-c3cc4c(cc3F)OCCO4)cc3c(-c4cccc5[nH]ncc45)n[nH]c23)CC1,-10.0,,-10.0,-10.0
1_125,Nc1nc(N)c2cc(Nc3nc(Nc4cccc(F)c4)c4cc(C5CCOCC5)ccc4n3)ccc2n1,-9.1,,-9.1,-9.1
1_126,O=C1CCC(N2C(=O)C3C(=O)CC(c4c[nH]c5ccccc45)C3C2=O)C(=O)N1,-7.9,,-7.9,-7.9
1_127,c1ccc2c(C3c4cc5c(cc4-c4cc6c(cc43)OCO6)OCO5)c[nH]c2c1,-9.1,,-9.1,-9.1
1_128,O=C1NCN(C(=O)N2CC[C@@H](Oc3nc(-c4ccc5[nH]ncc5c4)nc4cc(F)ccc34)C2)c2cc3c(Nc4cc5c(cc4F)OCCO5)ncnc3cc21,-9.5,,-9.5,-9.5
1_129,Fc1cc2c(cc1Nc1ncnc3ccccc13)OC[C@@H](c1cc3[nH]ncc3cc1-c1cc3cn[nH]c3cc1F)O2,-10.1,,-10.1,-10.1
1_130,CC1(c2ccc3[nH]c(-c4ccc5[nH]ncc5c4)c(-c4ccc5ccccc5c4)c3c2)NC(=O)NC1=O,-10.1,,-10.1,-10.1
1_131,Cc1cc(-c2cc3ccccc3c(N)n2)c2c(Nc3cc4c(cc3F)OCCO4)nc(N)nc2n1,-9.3,,-9.3,-9.3
1_132,CC1(C)CC(=O)[C]2CC[C@@H]3[C@@H](CC=C4[C@H]5C(=O)N6C(=CC[C@@]6(C(=O)NCc6ccc7ccccc7c6)C(=O)N[C@@H]6C(=O)NC7=NC(C)(C)C(=O)N76)[C@@H]5CC[C@@]43C)[C@H]2C1,-9.3,,-9.3,-9.3
1_133,Nc1nc(-c2cc3cn[nH]c3cc2F)nc2ncnc(-c3ccc4c(O[C@@H]5CCN(C6CCOCC6)C5)ncnc4c3)c12,-8.3,,-8.3,-8.3
1_134,Nc1ncc2cc(Nc3nc(Nc4cc5c(cc4F)OCCO5)c4ccccc4n3)c(F)cc2n1,-10.9,,-10.9,-10.9
1_135,CC1(c2ccc3nc(Nc4ccc5c(c4)OCCO5)nc(Nc4ccc5c(c4)OCCO5)c3c2)CNC(=O)C1,-9.0,,-9.0,-9.0
1_136,O=C1NC2(c3cc4ccccc4cc3F)C(=O)NC(=O)N2C2C1C(=O)N2C(=O)c1cc2c(cc1F)OCC2,-8.7,,-8.7,-8.7
1_137,CC(=O)N1CCC(C(=O)N2CC=C(c3ccc4c(Nc5cc6c(cc5F)OCCO6)nc(-c5cc6ccccc6[nH]5)nc4c3)CC2)CC1,-9.1,,-9.1,-9.1
1_138,Fc1cc2c(cc1-c1cn3cc(-c4ccc5c(c4)OCCO5)nc3c(-c3ccc4c(c3)OCCO4)n1)OCCO2,-10.0,,-10.0,-10.0
1_139,Fc1cc(F)cc(-c2ccc3ncnc(Nc4ccc5[nH]nc(-c6ccc7c(c6)OCCO7)c5c4)c3c2)c1,-10.4,,-10.4,-10.4
1_140,Nc1nc(-c2cc3c(cc2F)OCCO3)nc2cc(-c3nc(N4CC5CC(N)CC54)c4ccccc4n3)ccc12,-9.3,,-9.3,-9.3
1_141,O=C(c1ccc2[nH]c3ccccc3c2c1)N1CCN(C2(c3cc4ccccc4cc3F)CNC2=O)CC1,-8.9,,-8.9,-8.9
1_142,CN1CCN(C(=O)c2cc3cc(-c4ccc5ccncc5c4)ccc3nc2Nc2ccc3c(c2)OCCO3)CC1,-9.0,,-9.0,-9.0
1_143,c1ccc2c(NCc3ccc4c(c3)OCCO4)cc(-c3ccc4nc5c(cc4c3)OCO5)nc2c1,-10.0,,-10.0,-10.0
1_144,C[C@H]1CN(c2nc(Nc3ccccc3F)c3cc(Nc4c(C(N)=O)cnc5ccccc45)c(F)cc3n2)C[C@@H](C)O1,-9.0,,-9.0,-9.0
1_145,Cc1ccc2c(Nc3nc(N4CC5CC(N)CC4C5)nc4cc(F)c(F)cc34)nc(-c3ccc4occc4c3)nc2c1,-10.9,,-10.9,-10.9
1_146,Oc1ccc2ccc3c(c2c1)C(O)(c1ccc2ccccc2c1)C=C(c1ccc2ccccc2c1)N3,-8.6,,-8.6,-8.6
1_147,Cc1cc(C(=O)Nc2ccc3nc(N)nc(Nc4cc5c(cc4F)OCCO5)c3c2)cc(N2CC(O)C(F)C2)n1,-9.0,,-9.0,-9.0
1_148,C[C@H]1CN(c2nc(-c3cc4c(N)nc(Nc5ccc6c(c5)OCCO6)nc4cc3F)nc3ccccc23)C[C@H](C)O1,-9.9,,-9.9,-9.9
1_149,Nc1nc(N2CCOCC2)nc2cc(-c3ccc4[nH]nc(-c5cc6cn[nH]c6cc5F)c4c3)ccc12,-9.7,,-9.7,-9.7
