ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_11,O=S(=O)(c1cccc2ccccc12)N1CCN(C2CCN(c3nc(NC4CCOCC4)c4ccccc4n3)CC2)CC1,-9.9,,-9.9,-9.9
1_12,O=C1CCC(C(=O)Nc2ccc3cc(C(=O)N4CCN(C(=O)Nc5ccc6[nH]ncc6c5)CC4)ccc3c2)CN1,-9.3,,-9.3,-9.3
1_13,O=C(c1ccccc1)N1CCN(C2CC(c3ccccc3)N(C(=O)c3ccccc3)c3ccccc32)CC1,-7.9,,-7.9,-7.9
1_14,Nc1nc(N2CCN(C(=O)N3CCN(c4ccc5ncnc(Nc6cccc(C(F)(F)F)c6)c5c4)CC3)CC2)c2ccccc2n1,-8.7,,-8.7,-8.7
1_15,Cc1ccc(C(=O)Nc2ccc3nc(C(F)(F)F)cc(Nc4ccc5c(=O)cc(C(=O)NC6CCN(C)CC6)oc5c4)c3c2)cc1C,-9.3,,-9.3,-9.3
1_16,Cc1ccc(S(=O)(=O)n2c(N3CCC(O)CC3)c(-c3cccc(Oc4ccccc4)c3)c(=O)c3ccccc32)cc1,-7.0,,-7.0,-7.0
1_17,CC1(c2cccc(Nc3nc(Nc4ccc5cnc(N6CCOCC6)nc5c4)ncc3C(N)=O)c2)NC(=O)NC2=C1C(=O)CCC2,-9.5,,-9.5,-9.5
1_18,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(c2c3ccccc3nc3cnccc23)CC1,-8.7,,-8.7,-8.7
1_19,O=C(Nc1cccc(-c2cc(NC(=O)c3cccc(NC(=O)c4cc(NC(=O)Nc5cccc6ccccc56)cc(-c5ccc6ccccc6c5)c4)c3)cc(C(=O)Nc3ccc4ccccc4c3)c2)c1)Nc1cccc2ccccc12,-8.3,,-8.3,-8.3
1_20,O=C(Nc1cccc(-c2cnc3[nH]nc(NC(=O)C4CCCCC4)c3c2)c1)Nc1ccc(F)c(Cl)c1,-9.4,,-9.4,-9.4
1_21,CN(C)C1CCC(c2ccc3cc(NC(=O)Nc4ccccc4)ccc3n2)(N2CCCCC2)CC1,-8.1,,-8.1,-8.1
1_22,Nc1cc(-c2nc(N)c3cc(Cc4cc([C@H]5O[C@H](CO)[C@@H](O)[C@@H]5O)ccc4O)ccc3n2)ccn1,-8.1,,-8.1,-8.1
1_23,Cc1ccccc1S(=O)(=O)Nc1nc2ccccc2nc1C(=O)N1CC2CC(C)CC1C2,-9.0,,-9.0,-9.0
1_24,COC(=O)N1CCC2(CC1)CN(c1nc(-c3ccc(F)c(C(F)(F)F)c3)nc3ccccc13)CCO2,-8.4,,-8.4,-8.4
1_25,CC1(S(=O)(=O)c2ccccc2Nc2c3c(N)ncnc3n3cnc4nc(N5CCN(c6ccc(Cl)cc6F)CC5)cnc4c23)CC1,-8.0,,-8.0,-8.0
1_26,O=C(Nc1ccc2ncc(C(=O)Nc3ccc4c(-c5ccccc5)c[nH]c4c3)cc2c1)Nc1nccs1,-8.3,,-8.3,-8.3
1_27,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1)c1cc(F)c2nc(-c3ccc4c(c3)[nH]c3ccccc34)ccc2c1,-8.8,,-8.8,-8.8
1_28,Cc1ccccc1Oc1cccc(C(=O)Nc2cnn(-c3cccc(C(=N)N)c3)c2C(F)(F)F)c1,-7.9,,-7.9,-7.9
1_29,Nc1nccnc1-c1ccc(NC(=O)Nc2cc(Oc3ccc(C(=O)N4CCN(c5ncccn5)CC4)cc3)cc(C(F)(F)F)c2)cc1F,-9.0,,-9.0,-9.0
1_30,O=C(O)c1ccc(Nc2ncnc3c4ccccc4n(Cc4ccc(F)cc4)c23)cc1,-7.9,,-7.9,-7.9
1_31,O=C1c2ccccc2C(=O)N1S(=O)(=O)Nc1cccc2cccc(-c3noc(-c4ccc(C(F)(F)F)cc4)n3)c12,-7.0,,-7.0,-7.0
1_32,Nc1n[nH]c2ccc(-c3cc(F)ccc3Oc3ccc4nc(N5CCC(NC(=O)C6CCCC6)CC5)ccc4c3)cc12,-8.8,,-8.8,-8.8
1_33,O=C(CSc1nc2ccccc2c(=O)n1CCN1Cc2ccccc2C1=O)Nc1cccc(C(F)(F)F)c1,-8.5,,-8.5,-8.5
1_34,CN1CCC(Cc2ccccc2)(NS(=O)(=O)c2ccc3cc(-c4cc5ccccc5[nH]4)ccc3c2)CC1,-8.2,,-8.2,-8.2
1_35,Cc1cc(Nc2ccc(C(F)(F)F)cn2)nc(Nc2cc(C(=O)N3CCN(C(=O)Nc4ccc(F)c(F)c4)CC3)cc3cccnc23)n1,-9.1,,-9.1,-9.1
1_36,O=C(Nc1ccc(Oc2ccc3oc4ccc(O)cc4c(=O)c3c2)cc1)Nc1ccc2ccccc2n1,-8.8,,-8.8,-8.8
1_37,COc1cc(C(=O)NC(c2cc(C)c(O)nc2C)c2nc3ccccc3n2C)cc(OC)c1OC,-8.2,,-8.2,-8.2
1_38,C[C@@H]1CCCN1C(=O)c1nc(Nc2ccccc2)c2nc(N3CCOCC3)nn2c1-c1cc(F)cc(Cl)c1,-8.0,,-8.0,-8.0
1_39,CC(C)(C)C(=O)N1CCN(c2ccc(-c3nc4nc(N)nc(N)c4cc3-c3ccc4ccccc4c3)cc2)CC1,-8.7,,-8.7,-8.7
1_40,Oc1nc(Nc2ccc(Oc3cccc(F)c3)c(F)c2)nc2ccc(Nc3ncnc4cc(N5CCOCC5)c(F)cc34)cc12,-9.2,,-9.2,-9.2
1_41,O=C(Nc1cccc(C(=O)N2CCCCC2)c1)c1cc2cc(-c3ccc(-c4cnc5ccccc5n4)cc3F)ccc2[nH]1,-8.4,,-8.4,-8.4
1_42,c1ccc2c(c1)CCCN2c1ccc2c(Nc3ccc4c(N5CCOCC5)ncnc4c3)ncnc2c1,-9.4,,-9.4,-9.4
1_43,O=C(NCc1ccc2ncnc(Nc3ccc4ncccc4c3)c2c1)c1ccc(Oc2ccccc2)cc1,-8.0,,-8.0,-8.0
1_44,CC(C)N(CC1CCC1)C(=O)Nc1cc(-c2cnc(N)nc2-c2ccccc2F)ccc1F,-7.4,,-7.4,-7.4
1_45,NC(=O)c1ccccc1Nc1nc(N2CCN(C(=O)c3cc(F)cc(Cl)c3)CC2)nc2ccccc12,-9.1,,-9.1,-9.1
1_46,Cc1ccc(Nc2ncnc3ncc(-c4cc(C(=O)Nc5ccc(F)cc5)n(-c5ccccc5)n4)cc23)cc1C,-8.7,,-8.7,-8.7
1_47,CN1CCC(Nc2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4)cc3)nc(Nc3ccc(C(=O)Nc4ccc(O)cc4)cc3)n2)CC1,-6.8,,-6.8,-6.8
1_48,Cc1cc(N2CCC(O)(c3ccccc3)CC2)nc(-c2nc(NCc3ccc(F)cc3)nc3[nH]ccc23)n1,-9.0,,-9.0,-9.0
1_49,c1ccc2c(c1)Cc1cc(Nc3nc(Nc4ccc5cn[nH]c5c4)nc(N4CCOCC4)n3)ccc1O2,-9.7,,-9.7,-9.7
1_50,O=C(NC1CN2CCC3(C(=O)Nc4ccccc43)C2Cc2ccccc21)c1cc(O)c2c(c1)OCCO2,-8.8,,-8.8,-8.8
1_51,O=C(c1ccc2ccccc2c1)N1C[C@@H](C(=O)N2CCN(c3cccc(F)c3)CC2)N[C@H](c2ccc3cc(Cl)ccc3c2)C1,-10.2,,-10.2,-10.2
1_52,Nc1ncnc2c1c(N1CCOCC1)nn2C1CCN(c2ccc(C(=O)Nc3ccccc3F)cn2)CC1,-8.9,,-8.9,-8.9
1_53,O=C(Nc1ccc(Nc2ncnc3cc(F)c(N4CCC(N5CCOCC5)CC4)cc23)cc1)c1ccc2c(c1)OCO2,-8.9,,-8.9,-8.9
1_54,Nc1cc(C(=O)N2CCC3(CC2)CC(c2ccccc2F)=Nc2cc(C(F)(F)F)ccc2N3)c2ccccc2n1,-9.5,,-9.5,-9.5
1_55,COc1cc2c(Nc3nc(Nc4ccc(C(F)(F)F)cc4)nc(Nc4ccc(C)cc4C)n3)ncnc2cc1O,-9.2,,-9.2,-9.2
1_56,O=C(Nc1ccc2c(c1)OCO2)Nc1ccc2c(C(=O)N3CCc4ccccc43)cccc2c1,-8.2,,-8.2,-8.2
1_57,CN1CCN(CC2c3ccc(O)cc3Oc3c(ccc4oc(-c5ccc(O)cc5)cc34)N2C)CC1,-8.1,,-8.1,-8.1
1_58,Nc1nc(-c2ccc3[nH]nc(-c4ccc(F)c(Cl)c4)c3c2)nc2nc(Nc3ccc(C(F)(F)F)cc3)cnc12,-10.2,,-10.2,-10.2
1_59,CC(=O)N1CC(n2ncc3c(Nc4c5ccccc5nc5ccccc45)ncnc32)CC1C,-8.6,,-8.6,-8.6
1_60,Cc1ccc(C(=O)N2CCN(c3ccc4cnc(Oc5ccc(C(N)=O)cc5)cc4c3)CC2C)cc1,-8.8,,-8.8,-8.8
1_61,COc1ccc2nc(-c3ccc4c(n3)CN(c3cccc(C(=O)Nc5cc(C)ccc5C)c3)C4=O)cnc2c1,-8.6,,-8.6,-8.6
1_62,Cc1ccc(C(=O)NC2c3ccccc3Oc3ncccc32)c(OC2CCN(C(=O)c3ccc4ccccc4c3)CC2)c1,-9.6,,-9.6,-9.6
1_63,O=C1CC[C@@H](NC(=O)[C@@H]2NCCC[C@H]2N2CCc3cc(Oc4ccc(Nc5ncnc6cc(F)ccc56)cc4)ccc32)C(=O)N1,-8.7,,-8.7,-8.7
1_64,O=C(OC1C(=O)N(Cc2ccccc2Oc2ccnc3ccc(O)cc23)c2ccccc21)N1CCN(Cc2ccc3ccccc3c2)CC1,-9.1,,-9.1,-9.1
1_65,FC(F)(F)c1ccc2[nH]c(-c3ccc4nc(-c5cccc(-c6nc7cc(-c8nc9ccccc9[nH]8)ccc7[nH]6)c5)[nH]c4c3)nc2c1,-8.5,,-8.5,-8.5
1_66,O=C(c1ccccc1)N1CCC2(CC1)CN(S(=O)(=O)c1ccc(F)cc1)C(=O)c1cc3cc(F)ccc3nc12,-8.8,,-8.8,-8.8
1_67,Cn1c(=O)oc2ccc(S(=O)(=O)N3CCC(C(=O)NCc4ccccc4)CC3)cc21,-8.0,,-8.0,-8.0
1_68,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Oc2cccc(C(=O)N3CCN(c4ccccc4)CC3)c2)cc1,-8.5,,-8.5,-8.5
1_69,CN(C)C(=O)c1ccc2c(c1)NC(=O)C(c1ccc(Nc3nc4ccccc4n4cc(C5CC5)nc34)cc1F)N2C,-8.8,,-8.8,-8.8
1_70,O=C1NC(=O)C2=C1CN1C(=O)c3ccccc3N(Cc3ccccc3)C1C2c1ccc(-c2ccc(O)cc2)cc1,-7.7,,-7.7,-7.7
1_71,O=C(NCc1cccc(Cl)c1)c1cc(-c2ccc(C(=O)N3CCN(C(=O)c4nc5ccccc5o4)CC3)cc2)n(-c2ccccc2)n1,-8.4,,-8.4,-8.4
1_72,CCOC(=O)C1=C2[C@@H](CCC1)N(C[C@H]1c3cc(O)ccc3C[C@H]3[C@H]1N(C)CCN3C)C(=O)N2c1ccc2c(c1)OCO2,-7.9,,-7.9,-7.9
1_73,O=C(Nc1ccccc1Cn1c(N2CCCC2)nc2ccc(F)cc2c1=O)c1ccc2ccccc2c1,-8.6,,-8.6,-8.6
1_74,Cn1ccc2nc(-c3ccco3)cc(C(=O)N3CCN(C(=O)Cc4ccccc4)c4ccccc43)c21,-8.1,,-8.1,-8.1
1_75,Cc1cc(C)cc(Nc2nc(Nc3cnc4ccccc4c3)nc(N3CCN(C4CCCC4)CC3)n2)c1,-8.7,,-8.7,-8.7
1_76,Cc1ccccc1NC(=O)N1CC2(CCN(C(=O)Nc3nc4cc(Cl)ccc4[nH]3)CC2)C1,-6.9,,-6.9,-6.9
1_77,COC(=O)c1cc(CN2CCOCC2)ccc1Nc1nc(Nc2ccccc2)c2nc(C(F)(F)F)ccc2n1,-7.9,,-7.9,-7.9
1_78,NC(=O)c1nc2cc(Nc3ncnc4cc(C(F)(F)F)ccc34)ccc2nc1Nc1ccc(F)cc1,-9.0,,-9.0,-9.0
1_79,O=C(C1CCN(S(=O)(=O)c2ccc(C(F)(F)F)c(F)c2)CC1)N1CCN(c2ccnc3cc(F)ccc23)CC1,-7.9,,-7.9,-7.9
1_80,NC(=O)c1c(CN2CCC(C(=O)Nc3ccc4ccccc4c3)CC2)ccc2[nH]c3ccccc3c12,-7.7,,-7.7,-7.7
1_81,CN1CCN(c2ccc3c(cnc4ccc(NC(=O)C(=O)N5CCN(c6ccccc6)CC5)cc43)c2)CC1,-7.9,,-7.9,-7.9
1_82,O=C(NCc1ccccc1)c1cccc2c3ccccc3n(Cc3ccccc3)c12,-6.8,,-6.8,-6.8
1_83,Cc1cc(Cn2cc(-c3ccc4nc(N)nc(N)c4c3)nn2)cc(-c2cc(C)ccc2O)c1,-9.3,,-9.3,-9.3
1_84,O=C(c1cccc(-c2nc3cc(-c4ccc(F)cc4)ccc3o2)c1)N1CCc2ccc(O)cc2C1,-8.7,,-8.7,-8.7
1_85,Cc1ccc(-n2ccc(C(=O)N3CCC(N4C(=O)NC5(CCN(Cc6ccccc6F)CC5)C4=O)CC3)n2)cc1,-8.6,,-8.6,-8.6
1_86,O=C(Nc1ccc(-c2nc(Nc3ccc(F)cc3)c3ccccc3n2)cc1)Nc1ccccc1C(F)(F)F,-8.2,,-8.2,-8.2
1_87,Cc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)nc4ccc(N5CCN(C)CC5)cc24)C3c2ccccc2)c1,-8.4,,-8.4,-8.4
1_88,O=C(NCc1ccc(C(=O)NC2CCCC2)cc1)c1cccc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,-8.8,,-8.8,-8.8
1_89,O=C(c1c2ccccc2nc2ccccc12)N1CCC(N2CCC(O)(c3ccccc3)CC2)CC1,-8.7,,-8.7,-8.7
1_90,Fc1ccc(CN2CCC(n3c(-c4ccnc(Nc5ccc(C(F)(F)F)c(F)c5)c4)nc4ccccc43)CC2)cc1F,-8.6,,-8.6,-8.6
1_91,CC1(C(=O)N2CCN(c3c4ccccc4nc4sc(Nc5cccc(C(=O)O)c5)nc34)CC2)NC(=O)c2ccccc2N1,-8.8,,-8.8,-8.8
1_92,NC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nnc(-c5ccccc5)[nH]4)cc3)cc2c1,-7.9,,-7.9,-7.9
1_93,CN1CCN(c2cc(F)cc3nc(-c4cccc(NC(=O)Nc5cccc6ccccc56)c4)[nH]c23)CC1,-9.6,,-9.6,-9.6
1_94,Cc1ccc2c(NC(=O)C3CCN(C(=O)c4cn(Cc5ccccc5)c5c(C(=O)NC6CCCCC6)cccc45)CC3)cc(C)nc2c1,-8.7,,-8.7,-8.7
1_95,O=C(Nc1ccc2cc(-c3cccc(Oc4ccc(F)cc4F)c3)oc2c1)N1CC2(C1)CN(C(=O)C1CCCCC1)C2,-8.0,,-8.0,-8.0
1_96,CC1CCN(c2nc(C3CCCCC3)nc3ccc(NC4c5ccccc5C(=O)c5ccc(O)cc54)cc23)CC1,-8.6,,-8.6,-8.6
1_97,O=C(Nc1cc(=O)n(-c2cccc(S(=O)(=O)N3CCCCC3)c2)cn1)c1ccc(Nc2ncc3ccccc3n2)c(Cl)c1,-8.4,,-8.4,-8.4
1_98,O=C1CCC(N2C(=O)c3ccccc3C23Cc2cc4c(cc2N3Cc2ccccc2)OCO4)C(=O)N1,-7.9,,-7.9,-7.9
1_99,Cc1ccc2c(c1)C[C@@H](C(=O)NCc1ccccc1)N(C(=O)Nc1cccc(-c3ccc(F)cc3)c1)C2,-9.6,,-9.6,-9.6
1_100,O=C1c2ccc3[nH]nc(-c4cccc5cc(O)ccc45)c3c2CCN1c1ccc(F)cc1,-9.3,,-9.3,-9.3
1_101,Cc1nc2n(c(=O)c1C(N)=O)Cc1ccccc1C2c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1,-8.1,,-8.1,-8.1
1_102,CC(=O)NC[C@H]1O[C@@H](n2cnc3c(N4CCN(C(=O)C(c5ccccc5)c5ccccc5)CC4)ncnc32)[C@H](O)[C@H]1O,-7.6,,-7.6,-7.6
1_103,FC(F)(F)c1ccc(Oc2cc(Nc3nccc(-c4cccc5[nH]ccc45)n3)nc(N3CCOCC3)n2)c(C(F)(F)F)c1,-10.2,,-10.2,-10.2
1_104,O=C1COc2cc(-c3ccc(N4CCC5(CC4)OCCNC5=O)c(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)ccc2N1,-9.0,,-9.0,-9.0
1_105,Cc1ccc(C2CC(c3ccccc3)=NN2c2n[nH]c3ccc(NC(=O)Cc4ccccc4)cc23)cc1,-9.2,,-9.2,-9.2
1_106,CN1CCN(c2ccc(Nc3nc(Nc4ccccc4C(F)(F)F)nc(NC45CC6CC(CC(C6)C4)C5)n3)c(F)c2)CC1,-8.5,,-8.5,-8.5
1_107,O=C(Nc1ccc(Oc2cnc3ccc(C(F)(F)F)cc3c2)cc1)Nc1cccc(NC(=O)c2ncccn2)c1,-8.6,,-8.6,-8.6
1_108,COc1cc2ncnc(Nc3nc(N4CCN(C)CC4)c4ccccc4n3)c2cc1N1CCN(C(=O)c2c[nH]c3ccc(F)cc23)CC1,-8.7,,-8.7,-8.7
1_109,O=C(Cn1nc(N2CCOCC2)c2cc3ccccc3cc21)N1Cc2cc(F)ccc2N(C(=O)c2ccc3c(c2)OCCO3)C1=O,-9.7,,-9.7,-9.7
1_110,COC(=O)C1=C(C)Nc2ccc(C3CC(c4ccc(Cl)cc4)=NN3C(=O)c3ccccc3)cc2N1,-8.7,,-8.7,-8.7
1_111,Cc1ccccc1Oc1ncnc2nc3c(c(N4CCN(c5ccc6oc(C(=O)Nc7ccccc7)cc6c5)CC4)c12)CCCC3,-8.0,,-8.0,-8.0
1_112,O=C(Nc1ccc2[nH]cc(-c3ccc4cc(N5CCN(C(=O)Nc6c[nH]c7ccccc67)CC5)ccc4n3)c2c1)c1cc2ccccc2[nH]1,-9.0,,-9.0,-9.0
1_113,O=C(Nc1ncccn1)c1ccccc1C(=O)Oc1ccc2c(c1)C(=O)N(c1c(F)cccc1F)C2,-9.3,,-9.3,-9.3
1_114,Cc1ccc(Nc2nc3ccc(C(F)(F)F)cc3nc2-c2cn(-c3ccc(C4(C)NC(=O)NC4=O)cc3)nn2)cc1,-8.8,,-8.8,-8.8
1_115,O=C(Nc1ccc(F)c(Cl)c1)Nc1nc2c(s1)CCN(S(=O)(=O)c1ccc3c(c1)OCCO3)CC2,-8.1,,-8.1,-8.1
1_116,Cc1cccc(Nc2nc(N3CCC(C(=O)O)CC3)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3n2)c1,-8.6,,-8.6,-8.6
1_117,CC1(C)CC(c2ccc3c(c2)OCO3)c2cc3c(C(=O)O)c(-c4ccc(O)cc4)oc3cc2O1,-7.7,,-7.7,-7.7
1_118,Cc1cc(NC(=O)c2ccc(NC(=O)c3ccc4c(c3)Oc3ccc(C(=O)O)cc3O4)c(C)c2)c2cc(F)ccc2n1,-7.8,,-7.8,-7.8
1_119,Cc1ccc2c(cnc3c2cc(-c2ccc(-c4ccc5c(C)nn(-c6ccc(F)cc6)c5c4)c(C)c2)n3C)c1,-8.5,,-8.5,-8.5
1_120,Oc1ccc(Nc2nc(Nc3ccc(Cl)cc3)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1C(F)(F)F,-9.6,,-9.6,-9.6
1_121,O=C(Nc1cccc2ccccc12)N1CCC12C(=O)N(Cc1cc3ccccc3nc1O)c1ccccc12,-8.9,,-8.9,-8.9
1_122,Cn1cc(-c2ccnc(NC3CCN(c4cc(-c5ccc(O)cc5)nc(N5CCOCC5)n4)CC3)n2)cn1,-8.3,,-8.3,-8.3
1_123,O=C(c1c[nH]c2ccc(Cl)cc12)N1CCN(C(=O)C2CCCN2c2ncnc3[nH]cnc23)CC1,-8.3,,-8.3,-8.3
1_124,O=C(NCc1cccc(F)c1)c1cnc2cc(O)c(F)cc2c1Oc1cn(-c2ccccc2)c2ccccc12,-7.7,,-7.7,-7.7
1_125,O=C1NC(=O)N(c2ccc(-c3ccc4[nH]ccc4c3)cc2NC(=O)c2cccc(F)c2)C1=O,-8.7,,-8.7,-8.7
1_126,Cc1cc(NC(=O)C2CCN(C(=O)CN3C(=O)c4ccc(Oc5ccccc5)cc4C3=O)CC2)ccc1O,-8.8,,-8.8,-8.8
1_127,Cc1cc(-n2c(C)nc3c(N4CCOCC4)nc(Nc4ccc(S(C)(=O)=O)cc4)nc32)cc(C)c1C,-8.0,,-8.0,-8.0
1_128,Cc1[nH]c2c(=O)n(-c3ccc(C(F)(F)F)cc3)c(=O)c=2n(-c2cccc(C(F)(F)F)c2)c1C(=O)Nc1cccc(S(N)(=O)=O)c1,-8.2,,-8.2,-8.2
1_129,Oc1cc2ccccc2nc1Oc1ccc(Nc2ncc3ccccc3n2)cc1,-7.6,,-7.6,-7.6
1_130,Fc1cc2c(c(N3CCN(c4nc5ccccc5o4)CC3)c1)Oc1cc(Oc3cccc(Oc4ccccc4)c3)ccc1C2,-8.4,,-8.4,-8.4
1_131,CC1=C2C(=CC[C@]3(C)CC[C@H](C(=O)c4cc(O)ccc4O)[C@H]23)[C@@H]2CC[C@H]([C@@H](C)CCC(=O)N3C[C@@H](Oc4ccc5ccccc5c4)CC[C@H]3C)[C@@]2(C)CC1,-8.8,,-8.8,-8.8
1_132,C[C@H]1Cc2ccccc2[C@@H](c2nc3ccccc3c(=O)n2Cc2ccccc2)c2nc3ccccc3c(=O)n21,-9.6,,-9.6,-9.6
1_133,O=C(Nc1ccn2nc(-c3ccccc3)nc2n1)c1cccc(NC(=O)C2CCN(C(=O)C3CCN(C(=O)c4ccccc4)CC3)CC2)c1,-9.8,,-9.8,-9.8
1_134,Cc1cc(C)cc(Nc2ncc3c(N4CCN(C)CC4)nc(Nc4nc(N5CCOCC5)nc5ccccc45)nc3n2)c1,-8.0,,-8.0,-8.0
1_135,O=c1c2ccccc2[nH]c2cnc3nc(Nc4cnc5c(N6CCOCC6)nc(-c6ccc(F)cc6)nc5c4)ccc3c12,-10.0,,-10.0,-10.0
1_136,FC(F)(F)c1cc(CN2CCC(c3nc(-c4ccccc4)nc4cc5ccccc5nc34)CC2)cc(C(F)(F)F)c1,-8.5,,-8.5,-8.5
1_137,O=C(Nc1cccc(-c2n[nH]c3c(C(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cccc23)c1)Nc1cccc2c1CCCC2,-9.3,,-9.3,-9.3
1_138,O=C1Cc2cc(-c3nc4ccc(Oc5ccc(C(=O)O)cc5)cc4[nH]3)ccc2OC1=O,-8.8,,-8.8,-8.8
1_139,O=C(C1COc2ccccc2O1)N1CCC2(CC1)c1ccccc1C(=O)N2Cc1c[nH]c2ccccc12,-8.3,,-8.3,-8.3
1_140,C[C@@H]1[C@H]2CN(C(=O)N3C[C@@H]4[C@@H](CN(C(=O)OCc5ccccc5)C[C@@H]4Oc4cccc5cccnc45)C3)C[C@@H]1N(C)C(=O)O2,-9.6,,-9.6,-9.6
1_141,Fc1cccc(-c2cc3c(Oc4cc(OCCN5CCOCC5)c5ccccc5c4)ccnc3o2)c1,-7.9,,-7.9,-7.9
1_142,Cc1cc(Oc2ccnc3cc(Cl)ccc23)c2nc(Nc3ccc(C)c(C(F)(F)F)c3)cnc2c1,-8.5,,-8.5,-8.5
1_143,O=C(c1ccccc1Nc1nc(Nc2ccccc2)nc(Nc2cnc3cc4c(cc3c2)OCCO4)n1)N1CCN(C(=O)C2CCCCC2)CC1,-9.5,,-9.5,-9.5
1_144,O=C1CN(c2nc(NC(=O)c3ccccc3)cc(-c3ccccc3)n2)C(=O)c2ccccc2N1,-9.4,,-9.4,-9.4
1_145,CNC(=O)c1ccc(NC(=O)c2ccc3nc(-c4ccc(N5CCN(C(=O)C6CCOCC6)CC5)cc4)[nH]c3c2)cc1,-6.0,,-6.0,-6.0
1_146,Cc1c(NC(=O)Nc2ncnc3ccccc23)c2ccccc2n1C,-8.1,,-8.1,-8.1
1_147,Cc1cc2c(-c3ccc4c(c3)N(Cc3ccccc3)C[C@H](CN3CCN(c5ccccn5)CC3)O4)cc(O)cc2o1,-9.6,,-9.6,-9.6
1_148,Cc1ccc2cc(NC(=O)c3cc4cc(C)c(Nc5ncc(C(N)=O)c(Nc6ccccc6C(F)(F)F)n5)cn4n3)ccc2n1,-7.9,,-7.9,-7.9
1_149,NC(=O)c1ccc(CN2CCC(NC(=O)c3c4ccccc4nc4ccccc34)CC2)cc1,-7.9,,-7.9,-7.9
1_150,Cc1ccc(C)c(N2CCN(C(=O)Nc3cc(Nc4nc(C)cc(N5CCN(C)CC5)n4)c4ccccc4n3)CC2)c1,-9.0,,-9.0,-9.0
1_151,CN1CCC(NC(=O)c2c(-c3ccc(-c4cnc5ccc(C(=O)N6CCC(O)CC6)cc5c4)cc3)oc3cc(OCC4CC4)ccc23)CC1,-7.6,,-7.6,-7.6
1_152,C[C@@H]1CN(c2ncc3c(n2)-c2ccccc2N=C(c2ccccc2)C3(C)C)CCN1C(=O)C1CCN(C)CC1,-7.5,,-7.5,-7.5
1_153,O=C(c1ccccc1-c1nc2cc(O)ccc2nc1-c1nc2ccccc2[nH]1)N1CCN(Cc2ccccc2)CC1,-8.2,,-8.2,-8.2
1_154,Cn1cnc2ccc(N3CCN(c4ccc5cc(C(=O)Nc6cccc(F)c6)ccc5n4)CC3)cc21,-7.9,,-7.9,-7.9
1_155,Fc1cccc(-c2cccc(Nc3nc4c(N5CCNCC5)nc5cc(C(F)(F)F)ccc5n4n3)c2)c1,-10.1,,-10.1,-10.1
