ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_21,O=C(Nc1ccc2c(c1)OCCO2)c1ccc2c(NC(=O)N3CCC(N4CCCC4)CC3)cccc2c1,-8.0,,-8.0,-8.0
1_22,c1ccc2c3c(ccc2c1)OC1(CC3)CCN(Cc2nnc3nc(-c4ccc5c(c4)OCCO5)ccn23)C1,-9.1,,-9.1,-9.1
1_23,C[C@H](NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1c1ccc2ncnc(-c3ccc4nc(N5CCNCC5)ccc4c3)c2c1,-8.9,,-8.9,-8.9
1_24,O=c1c2ccccc2n(Cc2ccc3c(c2)OCCO3)c(=O)n1C1CCC(N2CCN(c3ccc4c(c3)OCCO4)CC2)CC1,-8.4,,-8.4,-8.4
1_25,c1ccc2cc(CN3CCN(CCCOc4ccc(Oc5ccc6c(c5)OCCO6)c5ccccc45)CC3)ccc2c1,-6.6,,-6.6,-6.6
1_26,O=C1C2=C(C(=O)c3ccccc31)C(c1cccc(N3CCN(C4CCCCC4)CC3)c1)c1ccccc1N2,-8.6,,-8.6,-8.6
1_27,CC1(N2CCC(F)(C(=O)Nc3cnc4ccccc4c3Nc3nc4ccccc4[nH]3)CC2)C(=O)Nc2ccccc21,-10.3,,-10.3,-10.3
1_28,CN1CCN(c2cccc(-c3cc(Oc4ccnc5ccc(O)cc45)c4ccccc4n3)c2)CC1,-9.2,,-9.2,-9.2
1_29,O=C1CNc2ccccc2N1Cc1nc(N2CCC3(CC2)OCCO3)c2ccc(C(F)(F)F)cc2n1,-8.8,,-8.8,-8.8
1_30,N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H]1C[C@@H]2O[C@@H]2[C@H]2CN([C@H]3CCCN4C(=O)c5c(ccc6ccccc56)[C@@H]34)C(=O)[C@@H]12,-9.8,,-9.8,-9.8
1_31,Cc1ccc2c(Nc3cc(NS(C)(=O)=O)c4c(c3)OCCO4)c3cc(C)ccc3nc2c1,-8.4,,-8.4,-8.4
1_32,O=C(Nc1ccc2c(c1)CN(C(=O)N1CCN(C(=O)C3(F)CC3)CC1)C2)Nc1ccc2c(c1)OCCO2,-8.5,,-8.5,-8.5
1_33,O=C1NC2C(=O)NC(=O)C2C(c2cccc3ccccc23)=C1c1ccc2cc3c(cc2c1)OCCO3,-8.4,,-8.4,-8.4
1_34,Cc1ccc(S(=O)(=O)N2C[C@H](NC(=O)Nc3ccc4ccccc4c3)C[C@H]2C(=O)N2CCN(c3ccc4ccccc4c3)CC2)cc1,-8.4,,-8.4,-8.4
1_35,Nc1ncnc2cccc(Nc3ccc4ccc(C(=O)Nc5cccc(C(F)(F)F)c5)nc4c3)c12,-8.6,,-8.6,-8.6
1_36,O=C1Nc2ccc(-c3cccc(NC(=O)N4CCC5(CC4)OCCO5)c3)cc2C1c1ccc2ccccc2c1,-9.2,,-9.2,-9.2
1_38,O=C1NC2(Nc3ccccc3C2=O)C(=O)N1c1ccc2c(c1)OCCO2,-8.2,,-8.2,-8.2
1_39,O=C(Nc1ccc(C(=O)N2Cc3ccccc3C2c2ccc(O)c(O)c2)c(F)c1)c1cc(F)cc2cccnc12,-8.7,,-8.7,-8.7
1_40,Cc1cc(-c2ccc3ccccc3c2)ccc1Nc1nc(Nc2cccc3ccccc23)c2ccccc2n1,-10.6,,-10.6,-10.6
1_41,CC1=C(C(=O)NC2CC2)C(c2cccc(C(=O)O)c2)c2[nH]c3ccc(C(=O)N4CCC5(CC4)OCCO5)cc3c2N1,-8.3,,-8.3,-8.3
1_42,CC(=O)N1CCc2c(nc3ccccc3c2Nc2cc(F)cc(NC(=O)c3cc(F)cc(F)c3)c2)C1=O,-9.3,,-9.3,-9.3
1_43,O=c1c2ccccc2[nH]c2c1c(=O)n(C1CCN(Cc3cc(C(F)(F)F)nc4[nH]ccc34)CC1)c1ccc(F)cc21,-9.7,,-9.7,-9.7
1_44,CC1(N2CCN(c3nc(-c4c[nH]c5ccccc45)nc4ccccc34)CC2)C(=O)NC(=O)NC1=O,-9.6,,-9.6,-9.6
1_45,O=C1COc2cc(NC(=O)C(=O)N3N=C(c4cc5ccccc5[nH]4)c4ccccc4C3c3ccc(F)cc3)ccc2N1,-10.0,,-10.0,-10.0
1_46,Cc1ccc(C(=O)Nc2cc3[nH]c(-c4ccccc4)nc3cc2O)cc1NC(=O)c1cccc(C(F)(F)F)c1,-8.7,,-8.7,-8.7
1_47,Cc1ccc2c(c1)N(C(=O)c1ccc3[nH]ccc3c1)CC21CCN(C(=O)C2(C)NCc3ccccc32)CC1,-9.3,,-9.3,-9.3
1_48,O=C1CCC(N2C(=O)N(C3CCCCC3)C3(C2=O)c2cc4ccccc4cc2C(=O)N3C2CCC(=O)NC2=O)C(=O)N1,-8.9,,-8.9,-8.9
1_49,Nc1nc(N2CCN(C(=O)c3ccc4ccc(S(=O)(=O)Nc5ccc6[nH]ccc6c5)cc4c3)CC2)nc2ccccc12,-9.4,,-9.4,-9.4
1_50,CC1(c2cc3ccc(O)cc3cc2O)NC(=O)C2=C1C(=O)C(=O)N2c1ccc2cc[nH]c2c1,-8.3,,-8.3,-8.3
1_51,CN1CCN(c2nc(-c3ccc4ccccc4c3)c3nc(Nc4ccc5c(c4)OCCO5)n(Cc4ccc5c(c4)OCCO5)c3n2)CC1,-8.9,,-8.9,-8.9
1_52,Cc1cc(C)cc(Nc2nc(Nc3nc4cc(C(=O)N5CCCC5)ccc4[nH]3)c3ccccc3n2)c1,-8.9,,-8.9,-8.9
1_53,C[C@H](COc1ccc2[nH]c3ccccc3c2c1)NC(=O)c1cc(N2CCOCC2)c2[nH]ccc2c1,-8.4,,-8.4,-8.4
1_54,O=C1NC(=O)C2C1C(c1ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc1)CN2c1ccc2ccccc2c1,-9.7,,-9.7,-9.7
1_55,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3nc2O)C[C@H]2CN(c3c[nH]c4cc5cc(C(F)(F)F)ccc5cc34)[C@H]3CCC[C@@]231,-8.9,,-8.9,-8.9
1_56,CC12CC3CC(C1)C(N1CC4(CCC1=O)NC(Nc1ccccc1C(=O)Nc1ccc5nc(Nc6ccc7ccccc7c6)ncc5c1)=NC4=O)C(C3)C2,-9.8,,-9.8,-9.8
1_57,Cc1ccc2c(c1)oc1ccc(Nc3nc(Nc4ccccc4)nc(Nc4ccc5c(c4)OCCO5)n3)cc12,-9.3,,-9.3,-9.3
1_58,O=C1N(CCc2c[nH]c3ccccc23)C(=O)C2(C(=O)Nc3ccccc32)N1Cc1ccc2ccccc2c1,-10.2,,-10.2,-10.2
1_59,CC1CC(C(=O)N2CCc3nc4cc5ccccc5nc4c(N)c3C2=O)CN1C(=O)C1CCCCC1,-8.1,,-8.1,-8.1
1_60,O=C(Nc1ccc2c(c1)-c1ccc(F)cc1C21NC(=O)c2cc(N3CCNCC3)ccc21)c1cc(F)cc(C(F)(F)F)c1,-8.9,,-8.9,-8.9
1_61,c1ccc2[nH]c(-c3nc(-c4ccc5[nH]c(N6CCOCC6)nc5c4)n(-c4ccc5c(c4)OCCO5)n3)cc2c1,-8.8,,-8.8,-8.8
1_62,O=C(Nc1ccc2c(/C=C/c3cc4ccccc4[nH]3)n[nH]c2c1)c1ccnc2cc(N3CCOCC3)ccc12,-8.3,,-8.3,-8.3
1_63,O=C(c1ccc2c(c1)OCCO2)N1CCN(c2nc(Nc3ncnc4[nH]ccc34)c3ccccc3n2)CC1,-9.9,,-9.9,-9.9
1_64,Nc1ncnc2ccc(N3CCN(C4CCN(c5nc6ccccc6cc5-c5ccccc5F)CC4)CC3)cc12,-8.8,,-8.8,-8.8
1_66,O=C(N[C@H]1C[C@H]2[C@H](CC[C@H]3c4[nH]c5ccccc5c4CC[C@@H]32)N(C(=O)CN2CCOCC2)C1)c1ccc2ccccc2n1,-8.8,,-8.8,-8.8
1_67,O=C(Nc1cccc(-c2ccc3[nH]ncc3c2)c1)N1C(=O)c2ccccc2C1=O,-8.5,,-8.5,-8.5
1_68,O=C(Cc1ccc2ccccc2c1)N1CCC(C(=O)N2CCN(c3ccc4ccccc4c3)CC2)CC1,-8.2,,-8.2,-8.2
1_69,NC(=O)c1cccc(Nc2nc3ccc(Nc4nc5ccccc5c5ccccc45)cc3cc2C(N)=O)c1,-8.9,,-8.9,-8.9
1_70,Oc1ccc2c(Oc3ccc4ccc(Oc5cc(-c6cnc7ccccc7c6)cc6ccccc56)cc4c3)ccnc2c1,-9.7,,-9.7,-9.7
1_71,CC(=O)N[C@H](C(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N1C(=O)N([C@@H](C)C(=O)N[C@H]2Cc3cccc4cccc(c34)N2)C(=O)[C@H]1C)C(C)(C)C,-9.3,,-9.3,-9.3
1_72,Nc1nc(-c2cc3cc(N4CCC(N5CCC(c6cnc7[nH]ccc7c6)CC5)CC4)ccc3[nH]2)nc2cc(F)ccc12,-8.7,,-8.7,-8.7
1_73,O=C(Nc1ccc2ccc(C3=Nc4ccccc4C(c4cccc(F)c4)N3)cc2c1)c1cc2ccccc2[nH]1,-8.8,,-8.8,-8.8
1_74,Cc1cc(-c2cc(Nc3ccc4[nH]ccc4c3)nc(NC(=O)Nc3ccc4c(C)n[nH]c4c3)n2)ccc1F,-10.4,,-10.4,-10.4
1_75,O=C(c1ccc2[nH]ccc2c1)N1C(=O)C2(CCCC2)c2cc3c(cc21)OCCO3,-8.7,,-8.7,-8.7
1_76,O=C([C@H]1CCc2c(-c3cn(Cc4cccc(F)c4)c4ccccc34)[nH]c(=O)n21)N1CCN(c2ccc3c(c2)OCCO3)CC1,-8.5,,-8.5,-8.5
1_77,O=C1NC(=O)N(c2ccc3ccccc3c2)C(=O)C1N1CCN(C(=O)c2c[nH]c3ccccc23)CC1,-8.6,,-8.6,-8.6
1_78,c1cc(-c2cc3ccccc3[nH]2)cc(-c2nc3cc(-c4c[nH]c5ccccc45)ccc3[nH]2)c1,-9.3,,-9.3,-9.3
1_79,C[C@@H]1CN(c2ccc3cc(C(=O)N4CCC[C@]45CN(c4ccc6c(c4)OCCO6)C5=O)ccc3n2)C[C@@H](C)O1,-8.2,,-8.2,-8.2
1_80,O=S(=O)(Nc1ccc2nc(Nc3ccc4c(c3)OCCO4)nc(N3CCOCC3)c2c1)c1ccc(F)cc1F,-9.8,,-9.8,-9.8
1_81,CC(=O)N[C@@H]1C(=O)N2C(=O)Oc3c([nH]c4ccc(-c5nc(NC6CCN(C)CC6)c6ccccc6n5)cc34)C[C@@H]2CC12CCOCC2,-10.0,,-10.0,-10.0
1_82,O=C([C@@H]1C[C@H](O)CN1C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1cnc2ccc(Cl)cc2c1)N1Cc2ccccc2C1,-8.5,,-8.5,-8.5
1_83,CC1(C)CC(=O)c2nc3cc4c(cc3c(Nc3cccc(C(=O)NCc5cccc6ccccc56)c3)c2C1)OCO4,-10.1,,-10.1,-10.1
1_84,Nc1cc(C(=O)N2C3CCC2CC(N2CCN(c4ncnc5[nH]ccc45)CC2)C3)c2ccccc2n1,-9.4,,-9.4,-9.4
1_85,CN1c2ccc(F)cc2CC1C(=O)NC1CCN(c2nc(-c3cccc(C#N)c3)nc3ccccc23)CC1,-8.0,,-8.0,-8.0
1_86,Cc1cc(F)cc(-c2n[nH]c3c2C(=O)N(c2cccc(S(=O)(=O)N4CCOCC4)c2)C3=O)c1,-8.7,,-8.7,-8.7
1_87,CN1CCN(c2nc(NC3CCCC3)nc3cc(Oc4cc(F)cc(C5C(=O)Nc6ccccc65)c4)ccc23)CC1,-9.4,,-9.4,-9.4
1_88,CN1CCN(c2ccc(C(=O)N3CCC4(CC3)[C@H](c3ccc5c(c3)OCCO5)OC(=O)N4c3ccc4[nH]ccc4c3)cc2)CC1,-9.0,,-9.0,-9.0
1_89,c1cnc2c(Oc3ccc4nc5ccccc5c(Nc5cnc6ccccc6n5)c4c3)cccc2c1,-9.2,,-9.2,-9.2
1_90,O=C1c2ccccc2NC(c2ccc3nc(Nc4ccc5c(c4)OCCO5)c(C4=NCCN4)cc3c2)N1c1ccccc1,-8.9,,-8.9,-8.9
1_91,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2c3ccccc3nc3cc(Cl)ccc23)CC1,-8.8,,-8.8,-8.8
1_92,CN1CCc2c(cc(-c3cc4ccc(-c5cnc6[nH]ccc6c5)cc4[nH]3)nc2N2CCC(O)CC2)C1,-8.7,,-8.7,-8.7
1_93,O=C(Nc1nc2ccccc2[nH]1)c1ccc2c(c1)C(=O)N(C1CCCC1)C2=O,-7.7,,-7.7,-7.7
1_94,C[C@H]1COCCN1c1ncnc2cc(F)c(Oc3ccc4nccc(N5C(=O)c6ccc(F)cc6C5=O)c4c3)cc12,-9.2,,-9.2,-9.2
1_95,O=C(NC1(C(=O)NC2(C3CCCC3)CC2)CCN(C(=O)Cc2ccc3ccccc3c2)C1)c1ccc2c(ccn2C2CCOCC2)c1,-7.7,,-7.7,-7.7
1_96,O=C(Nc1ccc2nc(-c3ccc4ccccc4c3)ccc2c1)c1ccc2ccccc2c1,-8.8,,-8.8,-8.8
1_97,Cc1cc(NC(=O)Nc2ccc3[nH]ccc3c2)cc(-c2ccc3ncc(C(=O)N4CCN(C)CC4)cc3c2)c1,-10.0,,-10.0,-10.0
1_98,C[C@H]1CN(C(=O)c2cc(-c3c[nH]c4ccccc34)nc3ccccc23)C[C@@H](C(=O)N2CCC(N3CCN(c4cnc5ccccc5c4)CC3)CC2)O1,-9.3,,-9.3,-9.3
1_99,O=C1C(N2C(=O)NC3(CCc4ccccc4C3)C2=O)Nc2ccccc2N1Cc1ccc2ccccc2c1,-9.4,,-9.4,-9.4
1_100,CN1CC2(CCN(c3cccc4cccnc34)CC2)Oc2ccc(-c3nc4cc(F)ccc4[nH]3)cc21,-8.6,,-8.6,-8.6
1_101,O=C(c1c(F)cccc1F)N1CCC(C(=O)N2CCOC3(CCN(c4nc(N5CCOCC5)c5ccccc5n4)C3)C2)CC1,-7.8,,-7.8,-7.8
1_102,Cc1ccc(Nc2cc(N[C@H]3c4ccccc4Oc4cc5c(cc43)O[C@H](C(=O)NC3CCC(F)(F)CC3)CO5)ncn2)c(C)c1,-9.2,,-9.2,-9.2
1_103,Nc1nc(-c2cc(NC3CCN(C(=O)C4CCCC4)CC3)nc(Nc3ccc4c(c3)OCCO4)n2)nc2ccccc12,-9.5,,-9.5,-9.5
1_104,CC1(C)CC(=O)c2c(nc3ccccc3c2Nc2cc3nc4ccccc4nc3cc2O)C1,-9.1,,-9.1,-9.1
1_105,O=C(Nc1ccc2c(c1)CN(C(=O)[C@@H]1C[C@@H](O)CN1c1nc3ccccc3cc1F)C2)C1CCN(C(=O)C2CCCCC2)CC1,-9.1,,-9.1,-9.1
1_106,Cc1cc(C)cc(NC(=O)c2c(NC(=O)c3c[nH]c4ccccc34)[nH]c3c(C)cc(C)cc23)c1,-9.5,,-9.5,-9.5
1_107,Cc1cc(F)c2c(Nc3ccc(C(=O)Nc4cncc(C(F)(F)F)c4)cc3F)nc(-c3cc4ccccc4cn3)nc2c1,-9.8,,-9.8,-9.8
1_108,Cc1cc(C)cc(NC(=O)N2C3=C(C(=O)CCC3)C(c3cc(O)nc4ccc(F)cc34)Nc3ccccc32)c1,-8.5,,-8.5,-8.5
1_109,Cn1cc(C(=O)Nc2ccc(F)c(C(=O)N3CCC(c4c[nH]c5ccc(C(=O)Nc6cc(F)cc(F)c6)cc45)CC3)c2)c2ccccc21,-9.9,,-9.9,-9.9
1_110,C[C@@H]1CN(C(=O)c2n[nH]cc2-c2ccc3[nH]ccc3c2)C[C@@H](c2cccc(O)c2)O1,-9.1,,-9.1,-9.1
1_111,O=C(c1cc(F)cc(C(=O)N2CCC3(CC2)OCCO3)c1)N1CCN(c2cc3ncc(-c4ccc5[nH]ncc5c4)cc3cn2)CC1,-10.1,,-10.1,-10.1
1_112,Nc1ncc2cc(Oc3ccc4ccc(Nc5nc(N)nc6ccc(C(F)(F)F)cc56)cc4c3)ccc2n1,-9.7,,-9.7,-9.7
1_113,O=C(Nc1cc2c(cc1Oc1cccc3ccccc13)OCCO2)N1CCC2(CC1)OCCO2,-8.6,,-8.6,-8.6
1_114,Cc1cc(O[C@@H]2CCN(c3nc(Nc4ccc5c(c4)OCC5)nc4nccnc34)C2)c2ccccc2n1,-8.2,,-8.2,-8.2
1_115,CN1c2cc(C(F)(F)F)ccc2O[C@H](c2ccccc2F)[C@@H]1C(=O)N1CCC[C@H]1C(=O)N1CCN(c2cnc3ccccc3c2)CC1,-8.7,,-8.7,-8.7
1_116,C[C@H]1CN(c2cnc3ccc(Nc4nc5ccccc5nc4Nc4ccc(F)cc4)cc3n2)C[C@@H](C)O1,-9.6,,-9.6,-9.6
1_117,c1ccc2c(-c3cnc4[nH]ccc4c3)nc(N3CCC4(CC3)OCCO4)nc2c1,-9.3,,-9.3,-9.3
1_118,Cc1cc2cc(C(N)=O)c(N3CCC4(CC3)C(=O)Nc3ccccc34)nc2cc1NC(=O)c1c[nH]c2ccccc12,-9.3,,-9.3,-9.3
1_119,O=c1c2ccccc2c2ccccc2n1CCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,-8.4,,-8.4,-8.4
1_120,c1ccc2[nH]c(-c3ccc4cc(-c5c[nH]c6ccccc56)ccc4n3)cc2c1,-8.6,,-8.6,-8.6
1_121,O=C1CC[C@H](C(=O)N2CCC(C(=O)N3C[C@H](c4ccc5c(c4)OCO5)Oc4ccc(C(=O)c5ccc(F)cc5)cc43)CC2)C(=O)N1,-9.8,,-9.8,-9.8
1_122,Cc1ccc(Nc2nc(N3CCN(c4cccc5ccccc45)C(=O)C3)nc3ccc(C)cc23)c(C)c1,-10.2,,-10.2,-10.2
1_123,C[C@H]1CN(C(=O)c2cccc(-c3c(C(=O)Nc4cc(F)cc(F)c4)cnc4[nH]ncc34)c2)C[C@@H](C)O1,-8.6,,-8.6,-8.6
1_124,Cc1ccc2c(NC3CCN(C(=O)c4ccc5ccccc5c4)CC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2c1,-8.4,,-8.4,-8.4
1_125,Nc1cc(-c2cccc(F)c2)ccc1C(=O)Nc1n[nH]c2cc3c(cc12)C(=O)NC3=O,-8.8,,-8.8,-8.8
1_126,C[C@]1(N)CCN(C(=O)[C@@H]2N(C(=O)[C@@]3(c4ccccc4)CCNC3=O)C(=O)CC23CC3)C[C@@H]1C(=O)N1CC[C@@]2(C)C(=CC[C@@H]3[C@H]2C=C[C@H]2OCC[C@@H]23)C1,-8.5,,-8.5,-8.5
1_127,Cc1ccccc1Nc1nc2cc3c(cc2cc1C(=O)c1ccc2ccccc2c1)OCO3,-9.2,,-9.2,-9.2
1_128,Cc1cc(C)cc(Nc2nc(N3CCC(c4ncnc5[nH]ccc45)CC3)c3cc(N4CCC5(F)CC45)cnc3n2)c1,-8.6,,-8.6,-8.6
1_129,Fc1ccc2ccc(-c3ccc4c(N5CCN(c6ncnc7[nH]ccc67)CC5)nc(-c5ccc6c(c5)OCCO6)cc4c3)cc2c1,-8.9,,-8.9,-8.9
1_130,O=C(N[C@@H]1O[C@@H]2[C@H](O)CO[C@@H]2[C@H]1NC(=O)N1CCC(C(=O)Nc2nc3ccccc3s2)CC1)c1ccc2ccccc2c1,-8.2,,-8.2,-8.2
1_131,Oc1ccc(-c2cc3cc4c(Nc5ncnc6cc(F)ccc56)ncnc4cc3[nH]2)cc1F,-8.3,,-8.3,-8.3
1_132,CC(=O)N1CCOc2cc(Nc3nc(Nc4cc(C)c5[nH]c(-c6cccc(F)c6)nc5c4)ncc3F)ccc21,-10.0,,-10.0,-10.0
1_133,O=C1CCC(C(=O)N2CCC(NC(=O)c3ccc4nc5cc6ccccc6cc5c(Nc5ccc6c(c5)OCCO6)c4c3)CC2)C(=O)N1,-9.4,,-9.4,-9.4
1_134,Cc1ccc2nc(Nc3cc(-c4ccc5[nH]ccc5c4)cc4cc(O)ccc34)nc(N)c2c1,-9.6,,-9.6,-9.6
1_135,NC(=O)[C@@H]1CCCN2C[C@@H](NC(=O)c3cnc4ccc(-c5cccc(F)c5)cc4c3)c3ccccc3C[C@H]12,-8.2,,-8.2,-8.2
1_136,FC(F)(F)c1ccc(-c2nc(NCc3cc4ccccc4[nH]3)c3ccc(-c4nc5ccccc5[nH]4)cc3n2)cc1,-9.0,,-9.0,-9.0
1_137,O=C(Nc1ncc(C(F)(F)F)c(Nc2ccc3[nH]ccc3c2)n1)N1CCC2(CC1)OCCO2,-8.4,,-8.4,-8.4
1_138,Nc1nc(-c2ccc3ccccc3c2)n2nc(Nc3ccccc3F)nc(N3CCN(C4CCCC4)CC3)c12,-8.6,,-8.6,-8.6
1_139,CN1CCN(C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(C(F)(F)F)cc23)NC(=O)c2ccc3nc4ccccc4c(O)c3c2)CC1,-9.9,,-9.9,-9.9
1_140,O=c1[nH]c(=O)c2cc3cc4c(-c5cc(F)cc(F)c5)c[nH]c4cc3nc2c2cc(S(=O)(=O)N3CCOCC3)ccc12,-9.6,,-9.6,-9.6
1_141,Nc1nc(N)c2nc(-c3ccccc3)n(CC3=C(O)C(=O)c4ccccc4C3=O)c2n1,-8.4,,-8.4,-8.4
1_142,C[C@H]1CN(c2nc(-c3ccc4ccc(NC(=O)N5Cc6ccccc6C5)cc4c3)nc3nccnc23)C[C@@H](C)O1,-9.7,,-9.7,-9.7
1_143,Cc1ccc(NC(=O)CN2C(=O)NC3(CCN(c4ncnc5cc(-c6cc(F)cc(F)c6)c(F)cc45)CC3)C2=O)cc1C,-9.2,,-9.2,-9.2
1_144,C[C@H]1[C@H]2C(=O)N(c3ccc4ccc(O)cc4c3)C(=O)[C@H]2C=C[C@@H]2[C@H](C(=O)N3CCC[C@H]3C(=O)NC3CCN(c4ccccc4)CC3)NC(=O)[C@@H]21,-9.6,,-9.6,-9.6
1_145,CC1(C(=O)N2CCN(c3ccc4cc(Oc5nc(Nc6ccccc6)nc6[nH]ccc56)ccc4n3)CC2)CCOCC1,-8.8,,-8.8,-8.8
1_146,C[C@H]1c2[nH]c3ccccc3c2C[C@H](C(=O)N2CCN(c3ccc4ccccc4c3)CC2)N1C(=O)c1ccc2ccccc2c1,-10.0,,-10.0,-10.0
1_147,O=C(NCC(=O)N1c2ccccc2N(C(=O)c2cnc3ccccc3c2)C2=Nc3ccccc3CC21)c1cnc2ccccc2c1,-9.6,,-9.6,-9.6
1_148,CC(=O)N1CCC(C(=O)N2CCC(N3C(=O)c4c([nH]c5ccccc45)C3c3cnc4ccc(C)cc4c3)CC2)CC1,-8.0,,-8.0,-8.0
1_149,O=C1NC(=O)N2[C@H](C3CCCCC3)CCN(C(=O)Nc3ccc4ncnc(Nc5ccc6c(c5)OCCO6)c4c3)C[C@H]12,-9.4,,-9.4,-9.4
1_150,CN1CC2(CN(c3ccc4c(N5CC[C@@H](Oc6cc(-c7cc(F)cc(F)c7)nc7[nH]ccc67)C5)ncnc4c3)C2)NC1=O,-8.9,,-8.9,-8.9
1_151,Cc1ccc2c(c1)Oc1ccc(NC(=O)c3cccc(NC(=O)Nc4cc(-c5cccc(C(=O)O)c5)cc(C(F)(F)F)c4)c3)cc1C2,-8.5,,-8.5,-8.5
1_152,COc1cc(N2C(=O)CNC2=O)cc2nc(Nc3cncc(-c4cccc(F)c4)c3)nc(N3CCOCC3)c12,-8.3,,-8.3,-8.3
1_153,O=C(c1c[nH]c2ccccc12)N1N=C(c2ccccc2)CC1c1ccccc1Cl,-9.0,,-9.0,-9.0
1_154,Nc1nc(N)c2cc(-n3c(=O)c4ccccc4n(Cc4ccc5c(c4)OCCO5)c3=O)ccc2n1,-9.6,,-9.6,-9.6
