ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_123,C[C@H]1CN(C(=O)c2cc(Nc3nc(-c4ccc5[nH]ncc5c4)nc4ccccc34)c3[nH]nc(-c4cccc(F)c4)c3c2)C[C@@H](C)O1,-10.3,,-10.3,-10.3
1_124,CC1(C(=O)N2CCC3CN(C(=O)c4cc(F)cc(-c5cc6c(N)nc(N)nc6c(-c6ccc7[nH]ncc7c6)n5)c4)CC32)CCC(=O)N1,-10.4,,-10.4,-10.4
1_126,CC1(c2cc(-c3ccc4[nH]nc(-c5ccc6c(c5)OCN6)c4c3)cc(-c3ccc4[nH]nc(-c5ccc6c(c5)OCO6)c4c3)c2)NC(=O)NC1=O,-10.3,,-10.3,-10.3
1_127,Fc1cccc(Nc2ncnc3ccc(-c4cc(-c5cc6c(cc5F)OCCO6)nc5[nH]ccc45)cc23)c1,-9.8,,-9.8,-9.8
1_128,C[C@@H]1CN(c2nc(Nc3cc4c(N)nc(N)nc4cc3F)nc3cc(F)c(-c4ccc5cc[nH]c5c4)cc23)C[C@@H](C)O1,-8.9,,-8.9,-8.9
1_129,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(N)nc4ccc(-c5ccc6[nH]nc(-c7c(F)cccc7F)c6c5)cc34)c2)C[C@@H](C)O1,-11.2,,-11.2,-11.25
1_130,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(N)nc4ccc(-c5cc6ccccc6c(N)n5)cc34)c2)C[C@@H](C)O1,-10.2,,-10.2,-10.2
1_131,Nc1nc(Nc2cc(F)cc(F)c2)cc2[nH]c(-c3nc(-c4cc5c(cc4F)OCO5)cc4ccccc34)cc12,-10.3,,-10.3,-10.3
1_132,Nc1nc(Nc2cc3c(-c4nc(N)nc5[nH]ncc45)coc3cc2F)c2cc(C(=O)N3CCC4(CC3)CO4)c(F)cc2n1,-9.9,,-9.9,-9.9
1_134,O=C1C2=C(Cc3ccccc31)Nc1ccccc1C2c1c[nH]c2ccccc12,-7.9,,-7.9,-7.9
1_135,Nc1nc(N)c2c(O[C@@H]3CCN(C[C@@H]4Oc5ccc(F)cc5C(=O)c5cc6c(cc54)OCO6)C3)cccc2n1,-9.2,,-9.2,-9.2
1_136,Nc1nc(N)c2cc(-c3cccc(Nc4nc(Nc5cc6c(cc5F)OCCO6)c5ccccc5n4)c3)[nH]c2n1,-10.1,,-10.1,-10.1
1_137,C[C@H]1CN(c2nc(O[C@@H]3CCN(c4nc(-c5ccc6[nH]ncc6c5)nc5ccccc45)C3)nc3ccccc23)C[C@@H](C)O1,-10.3,,-10.3,-10.3
1_138,CC1C2CC2CN1C(=O)c1cc(Nc2nc(-c3cc(F)cc(N4C(=O)CC5(CCNC5)C4=O)c3)nc3ccccc23)cc(C(F)(F)F)c1,-9.6,,-9.6,-9.6
1_139,Cc1ccc(F)cc1Nc1nc(N)nc(Nc2ccc3c(F)cc(-c4cc5c(cc4F)OCO5)nc3c2)n1,-9.6,,-9.6,-9.6
1_140,CN1CC(C2(c3cc(F)cc(-c4cc(-c5ccc6[nH]nc(-c7cnc8[nH]ncc8c7)c6c5)c5[nH]ncc5c4)c3)NC(=O)NC2=O)CC12CCOCC2,-11.1,,-11.1,-11.1
1_141,Nc1ncc(-c2n[nH]c3ccc(-c4ccc5nc(N)nc(Nc6cc7c(cc6F)OCCO7)c5c4)cc23)c(N)n1,-10.3,,-10.3,-10.3
1_142,CC1CC2(NC1=O)C(=O)N(c1cccc3ccccc13)C(=O)N2C1C2C=CC(C2)C2CC(C(=O)N3CC4CC(C(=O)Nc5ccc6[nH]ncc6c5)C3C4)=CC21,-9.5,,-9.5,-9.5
1_143,Nc1ncnc2c(O[C@@H]3CCN(C(=O)[C@@H]4Cc5ccccc5CN4C(=O)N4CCC5(CCCO5)CC4)C3)c3cc(Cl)ccc3nc12,-8.4,,-8.4,-8.4
1_144,CN1C(=O)N(c2cc(F)cc(-c3cc(-c4nc(N)c5ccccc5n4)cc4[nH]ncc34)c2)C(=O)C12CCC(F)C2,-9.6,,-9.6,-9.6
1_145,CN1CC2(C(=O)NC3(C)Cc4cc5ccccc5cc4C(=O)N32)C2NC(=O)N(CC1=O)c1cc(Br)ccc12,-8.8,,-8.8,-8.8
1_146,Fc1ccc2c(c1)Oc1cc3c(cc1[C@H](CN1CCN(c4nc(Nc5cc6cn[nH]c6cc5F)c5ccccc5n4)CC1)O2)OCO3,-11.0,,-11.0,-11.0
1_147,C[C@H]1CN(C(=O)c2cccc(Nc3nc(N)nc4ccc(-c5ccc6[nH]nc(-c7cc(N)nc(N)n7)c6c5)cc34)c2)C[C@@H](C)O1,-10.8,,-10.8,-10.8
