ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_28,Nc1nc(N)c2cc(Nc3cc(Oc4cc5cc[nH]c5cc4C4(C5CC5)NC(=O)NC4=O)nc4ccc(F)cc34)ccc2n1,-10.4,,-10.4,-10.4
1_29,O=C1NC(=O)C2(Cc3c(-c4ccc5ccccc5c4)[nH]c4cccc(c34)CN2C(=O)c2ccc3c(c2)OCCO3)C(=O)N1,-9.6,,-9.6,-9.6
1_30,O=C(c1cc2c(c(-c3cc4c(cc3F)OCCO4)c1)CN(C(=O)c1ccc3[nH]ncc3c1)C2)N1CCC2(CC1)OCCO2,-10.1,,-10.1,-10.1
1_31,O=C1C[C@H](N2C(=O)[C@@H](NC(=O)c3c(-c4c[nH]c5ccccc45)[nH]c4ccc(F)cc34)C3(Cc4ccccc4C3)C2=O)C(=O)N1,-10.2,,-10.2,-10.2
1_32,CC1(C)CCc2cc(-c3ccc4[nH]nc(-c5ccc6[nH]nc(NC(N)=O)c6c5)c4c3)ccc2O1,-9.8,,-9.8,-9.8
1_33,C[C@@H]1Cc2ccccc2CN1C(=O)c1cc(Nc2nc(N3CC[C@@H](O)C3)nc3ccc(F)cc23)c2cc[nH]c2c1,-10.0,,-10.0,-10.0
1_34,Cc1cc(C)c2nc(N3CCN(C(c4nc(N)c5ccccc5n4)c4cccc5[nH]ccc45)CC3)c(C)cc2c1,-9.6,,-9.6,-9.6
1_35,O=C(c1ccc2c(c1)OCCO2)N1CCCC2(C1)NC(=O)N(c1ccc3c(c1)OCCO3)C2=O,-8.6,,-8.6,-8.6
1_36,Nc1nc(N)c2cc(-c3ccccc3[C@@H]3CCc4cc(NC(=O)c5cc6ccccc6[nH]5)c(F)cc4O3)ccc2n1,-9.2,,-9.2,-9.2
1_37,Fc1cc2c(cc1Nc1nc(Nc3cc4c(cc3F)OCCO4)c3ccccc3n1)OCCO2,-10.7,,-10.7,-10.5
1_38,c1ccc2cc(Nc3nc(Nc4ccc5c(c4)OCCO5)c4ccccc4n3)ccc2c1,-10.3,,-10.3,-10.3
1_39,Cc1cc(-c2cccc(F)c2)n(-c2cc3ncccc3cc2C(=O)N2CCC3(CC2)NC(=O)N(C2CCCC2)C3=O)n1,-8.1,,-8.1,-8.1
1_40,Nc1ncnc2cc(F)c(Oc3cccc4cc(Nc5nc(N6CCOCC6)c6cc7c(cc6n5)OCCO7)c(F)cc34)cc12,-10.6,,-10.6,-10.6
1_41,O=C1NC(c2ccc3cc(Oc4nc(Nc5cc6c(cc5F)OCCO6)nc(N5CCOCC5)n4)ccc3c2)Nc2ccccc21,-9.9,,-9.9,-9.9
1_42,C[C@@H]1CC[C@@H](Oc2cc3c(N)ncnc3cc2F)CN1C(=O)c1ccc2c(Nc3ccc4c(c3)OCCO4)c3ccccc3nc2c1,-9.7,,-9.7,-9.7
1_43,C[C@@H]1CN(C(=O)Nc2cc(F)cc(Oc3ccc4ccc(-c5n[nH]c6cc(F)ccc56)cc4c3)c2)C[C@@H](C)O1,-9.7,,-9.7,-9.7
1_44,Cc1cccc(C2(c3ccc(C(F)(F)F)cc3)NC(=O)NC3=C2C(c2c[nH]c4cccc(C)c24)CCC3)c1,-9.0,,-9.0,-9.0
1_45,Fc1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cc(N3CCC4(C3)OCCO4)n2)c(F)c1,-9.5,,-9.5,-9.5
1_46,Oc1ccc2nc3ccc4c(Nc5ccc6ccccc6c5)nc(Nc5ccc6c(c5)OCCO6)nc4c3cc2c1,-9.1,,-9.1,-9.1
1_47,C[C@H]1CN(c2nc(-c3ccc4[nH]ncc4c3)nc3cc(F)c(Nc4ccc5c(c4)OCCO5)cc23)C[C@@H](C)O1,-10.4,,-10.4,-10.4
1_48,CC12CC(=O)NC(=O)C1C(c1cc(Nc3c4c(nc5ccccc35)COC4)nc3ccccc13)NC2=O,-10.0,,-10.0,-10.0
1_49,NC(=O)[C@@H]1CC[C@@H](O)CN1C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc2[nH]c3ncc4c(c3c2c1)CCN(C(=O)c1ccc2c(c1)OCCO2)C4,-8.6,,-8.6,-8.6
1_50,NC(=O)c1cccc(NC(=O)Nc2ccc3[nH]c4c(c3c2)CC2CCC4(NC(=O)c3cc4c(cc3F)OCCO4)C2)c1,-9.3,,-9.3,-9.3
1_51,Nc1nc(-c2ccc3c(c2)OCCO3)nc2ccc(C(=O)NC3c4ccccc4C(=O)c4ccccc43)cc12,-9.4,,-9.4,-9.4
1_52,c1cc2c(cc1Nc1nc(Nc3ccc4c(c3)OCCO4)c3cc(OC4CCNC4)ccc3n1)OCCO2,-8.8,,-8.8,-8.8
1_53,Cc1ccc2cc(Nc3nc(N)c4cc(N5C[C@@H]([C@@]6(Cc7cc8c(cc7F)OCCO8)NC(=O)NC6=O)OC5=O)c(F)cc4n3)ccc2n1,-9.6,,-9.6,-9.6
1_54,Cc1cc(C)cc(Nc2nc(Nc3cc(C(N)=O)cc(C(F)(F)F)c3)nc3ccc(-c4c[nH]c5ccccc45)cc23)c1,-10.5,,-10.5,-10.5
1_55,O=C(c1cc2c(cc1F)OCCO2)N1CCC(O)(c2cn(Cc3ccc4ccccc4c3)nn2)CC1,-9.0,,-9.0,-9.0
1_56,O=C1CNC(=O)N1c1ccc2nc(Nc3ccc4c(c3)OCCO4)nc(Nc3ccc4c(c3)OCCO4)c2c1,-8.8,,-8.8,-8.8
1_57,O=c1[nH]c2c(c(=O)n1-c1c[nH]c3ccccc13)C(c1c[nH]c3ccccc13)Nc1ccccc1-2,-9.7,,-9.7,-9.7
1_58,O=C(Nc1ccc2c(c1)C(=O)NC(c1ccc3[nH]c4ccccc4c3c1)N2)c1cc(-c2ccc3[nH]ncc3c2)cc(C(F)(F)F)c1,-10.3,,-10.3,-10.3
1_59,Nc1nc(-c2cc(F)cc(F)c2)cc(-c2n[nH]c3ccc(N4CCN(C(=O)Nc5ccc6c(c5)OCCO6)CC4)cc23)n1,-9.9,,-9.9,-9.9
1_60,O=C1CCC(N2CCN(c3cc(Nc4cccc5ccccc45)nc(-c4cccc5ccccc45)n3)CC2)C(=O)N1,-10.8,,-10.8,-10.8
1_61,COc1cc(Nc2ncnc3cc(F)c(Oc4cc(C)nc5ccccc45)cc23)nc2ccc(F)cc12,-9.0,,-9.0,-9.0
1_62,O=C1NC(=O)C2(CC(c3ccc4cc(C(F)(F)F)ccc4n3)N(c3ccc4cc[nH]c4c3)C2)N1,-10.1,,-10.1,-10.1
1_63,Nc1ncc(Nc2nc(N3Cc4ccccc4C3)c3cc(Oc4cc5c(cc4F)OCCO5)ccc3n2)cn1,-10.5,,-10.5,-10.5
1_64,c1ccc2c(c1)CC1(CCN(c3ccc4ncnc(Nc5ccc6c(c5)OCCO6)c4c3)CC1)N2,-8.8,,-8.8,-8.8
1_65,O=C(NC1(C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N2Cc3[nH]c4ccccc4c3C[C@@H]2C(=O)N2CCN(c3cccc(F)c3)CC2)CCCC1)c1ccc2ccccc2c1,-9.5,,-9.5,-9.5
1_66,O=C1NC2(CCCC2)C(=O)N1c1nc2ccccc2nc1N1C(=O)N(C2CCCC2)C12C(=O)Nc1ccccc12,-9.0,,-9.0,-9.0
1_67,O=C(Nc1cccc2c1CN(C(=O)c1cc3c(cc1F)OCCO3)C2)Nc1cccc2cccnc12,-9.6,,-9.6,-9.6
1_68,Fc1cc2c(cc1CN1CCN(c3nc(Nc4cccc5ccccc45)c4[nH]ccc4n3)CC1)OCO2,-8.8,,-8.8,-8.8
1_69,CC(=O)N1N=C(c2cc(C)nc3[nH]nc(-c4cc5ccccc5cc4F)c23)N(c2nc3ccccc3cc2C(N)=O)C[C@@H]1C,-7.7,,-7.7,-7.7
1_70,Nc1nc(Nc2ccc3c(c2)OCCO3)c2cc3nc(N4CCOCC4)nc(Nc4cccc(F)c4)c3cc2n1,-9.6,,-9.6,-9.6
1_71,CC12CC(C(=O)N3CCN(c4cc5c(N)nc(N)nc5cc4F)CC3)CC(=O)C1C(c1c[nH]c3ccccc13)O2,-8.7,,-8.7,-8.7
1_72,C[C@H]1CN(c2cc(-c3cc4[nH]ccc4cc3F)nc(Nc3cc4c(cc3F)OCC4)n2)C(=O)O1,-9.3,,-9.3,-9.3
1_73,NC1(C(=O)N2CCN(Cc3ccc4oc(-c5c[nH]c6ccccc56)cc4c3)CC2)CC1,-8.2,,-8.2,-8.2
1_74,Cc1ccc2c(Nc3cccc(Nc4nc(N5CCOCC5)nc5cc(F)ccc45)c3)nc(N3CCOCC3)nc2c1,-9.5,,-9.5,-9.5
1_75,Nc1nc(-c2n[nH]c3c(C4CC4)cc(-c4cc5c(cc4F)OCCO5)cc23)cc(N2C[C@H](F)CC2=O)n1,-9.5,,-9.5,-9.5
1_76,O=C1CC2CC3C(=O)NC(=O)C3C(C(=O)Nc3cccc4cc5c(cc34)OCO5)C2C1,-9.3,,-9.3,-9.3
1_77,Nc1nc(-c2cccc(Nc3nc(Nc4ccc5c(c4)OCCO5)c4ccccc4n3)c2)c2cn[nH]c2n1,-9.9,,-9.9,-9.9
1_78,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4C5CC6CC(C5)N(c5nc(N)nc7cc(F)ccc57)C4C6)cc23)ccn1,-9.2,,-9.2,-9.2
1_79,O=C(NC1CCCC1)c1c(-c2ccc3ccccc3c2)nc2ccccc2c1Nc1ccc2c(c1)OCCO2,-9.3,,-9.3,-9.3
1_80,CN1C(=O)NC(=O)C12CC(=O)N(Cc1cc3c(Nc4cc5c(cc4F)OCCO5)nc(N)nc3cc1F)C2,-9.3,,-9.3,-9.3
1_81,NC(=O)c1ccc2c(-c3cc(F)cc(F)c3)nc(-c3ccc4[nH]nc(N5CCC(C(=O)N6CCOCC6)C5)c4c3)nc2c1,-10.0,,-10.0,-10.0
1_82,c1cc(Nc2nc(Nc3ccc4c(c3)OCCO4)c3ccccc3n2)cc(-c2ccc3cc[nH]c3c2)c1,-9.7,,-9.7,-9.7
1_83,O=C1NCC2(CCN(C(=O)Nc3c(-c4cc5ccccc5cc4F)[nH]c4ccccc34)C2)C(=O)N1,-11.0,,-11.0,-11.0
1_84,CN1CCN(c2nc(Nc3ccc4c(c3)OCCO4)c3cc(-c4c[nH]c5ccccc45)ccc3n2)CC1,-9.8,,-9.8,-9.8
1_85,O=C(Nc1cc2c(cc1F)OCCO2)c1ccc2nc3ccccc3c(Nc3cc4c(cc3F)OCCO4)c2c1,-9.8,,-9.8,-9.8
1_86,Nc1nc(Nc2cc3c(cc2F)O[C@@H](c2cc4c(cc2F)OCO4)CN(C(=O)C2(F)CNC2)C3)nc2ccc(F)cc12,-8.6,,-8.6,-8.6
1_87,Nc1nc(N)c2ccc(-c3ccc4ccc(C(=O)Nc5ccc6c(c5)OCCO6)cc4c3)cc2n1,-9.0,,-9.0,-9.0
1_88,CC1(C)O[C@@H]2O[C@@H](n3c4ncnc(Nc5cc6ccccc6cc5F)c4c4ncnc(N)c43)[C@@H](O)[C@H]2O1,-8.8,,-8.8,-8.8
1_89,Cc1ccc2cc(-c3cc4c(Nc5cc(C)nc(C)c5)nc(N5CCOCC5)nc4cc3F)ccc2c1,-10.0,,-10.0,-10.0
1_90,Cc1cccc(Nc2nc(N3CCOCC3)nc3ccc(Nc4c5ccccc5nc5ccccc45)cc23)c1,-9.0,,-9.0,-9.0
1_91,c1ccc2cc(-c3cc(NCc4ccc5c(c4)OCCO5)nc4ccccc34)ccc2c1,-9.2,,-9.2,-9.2
1_92,NC1=Nc2nc3ccccc3cc2N(C(=O)C2CCN(C(=O)Nc3ccc4c(c3)OCCO4)CC2)c2ccc(F)cc21,-9.2,,-9.2,-9.2
1_93,O=C(Nc1ccc2nc(Nc3ccc4c(c3)OCCO4)nc(Nc3ccc4c(c3)OCCO4)c2c1)c1ccc2c(c1)OCO2,-8.8,,-8.8,-8.8
1_94,Nc1nc(Nc2cc3[nH]ccc3cc2F)c2cc(C(=O)NC34CC5CC(C3)C(=O)C(C5)C4)ccc2n1,-9.0,,-9.0,-9.0
1_95,Cc1cccc(Nc2nc(Nc3ccc4c(c3)OCO4)nc3ccc(N4CCN(C(=O)Cc5ccc6c(c5)OCO6)CC4)cc23)c1,-8.7,,-8.7,-8.7
1_96,Nc1nc(N)c2cc(N3CCN(c4nc5ccc(O)cc5cc4-c4c[nH]c5ccccc45)CC3)ccc2n1,-9.5,,-9.5,-9.5
1_97,NC(=O)c1c2c(nc3ccccc13)O[C@H](c1cc3c(cc1F)OCCO3)C[C@H](c1ccc3c(c1)OCCO3)N2,-10.3,,-10.3,-10.3
1_98,NC(=O)O[C@H]1C[C@H]2C(=O)N(C3CCC(F)(F)CC3)[C@@H]([C@@H]1C(=O)N1C[C@@H](Oc3cc4c(N)ncnc4cc3F)C[C@H]1C(N)=O)N2C(=O)c1ccc2[nH]ccc2c1,-8.2,,-8.2,-8.2
1_99,O=C1CN(C(=O)CN2C(=O)N(c3cccc(C(F)(F)F)c3)C[C@H]2c2ccc3c(c2)OCCO3)c2ccccc2N1,-10.1,,-10.1,-10.1
1_100,CNc1n[nH]c2nc(N)nc(-c3n[nH]c4ccc(-c5n[nH]c6ccc(-c7ccc8c(c7)OCO8)cc56)cc34)c12,-10.0,,-10.0,-10.0
1_101,O=C([C@H]1C=CCN1C(=O)C1CCOCC1)N1Cc2ccc(Nc3nc(Nc4ccc5[nH]ncc5c4)c4ccccc4n3)cc2C1,-9.7,,-9.7,-9.7
1_102,Nc1nc(N2CCOCC2)c2cc(-c3nc(-c4cccc(F)c4)nc4[nH]ccc34)ccc2n1,-10.4,,-10.4,-10.4
1_103,Fc1ccc2nc(Nc3ncnc4cc(Oc5ccc6[nH]ncc6c5)ccc34)c(F)cc2c1,-9.3,,-9.3,-9.3
1_104,NC(=O)c1ccccc1Nc1nc(N2CCOCC2)c2cc(Oc3cc(C(F)(F)F)nc4ccccc34)c(F)cc2n1,-9.0,,-9.0,-9.0
1_105,Cc1cc(C)cc(Nc2nc(NC3CCOCC3)nc3ccc(-c4ccc5[nH]ncc5c4)cc23)c1,-9.5,,-9.5,-9.5
1_106,CN1CCC2(CCN(C(=O)c3cc(-c4cc5c(-c6cc(F)cc(F)c6)n[nH]c5cc4F)nc4cc(F)ccc34)CC2)C1=O,-11.2,,-11.2,-11.2
1_107,CC1(C)CCc2nc3ccccc3c(Nc3cccc4cc(C(=O)Nc5cccc(F)c5)cnc34)c2C1,-8.7,,-8.7,-8.7
1_108,CC1(C)[C@H](O)CN(c2nc(Nc3cc4ccccc4cc3F)nc(Nc3cc4[nH]ccc4cc3F)n2)[C@@H]1C(=O)N1CCOCC1,-8.4,,-8.4,-8.4
1_109,O=C1NC2(Cc3ccccc3C2)C(=O)N1C1CC2CCC(C1)N2S(=O)(=O)c1ccc2ccccc2c1,-9.0,,-9.0,-9.0
1_110,CC1Cc2ccccc2CN1C(=O)C1(C(=O)N2CCC(N3Cc4ccccc4C3=O)CC2)Cc2ccccc2O1,-9.5,,-9.5,-9.5
1_111,Nc1ncnc2cccc(O[C@@H]3CCN(C(=O)[C@H]4C[C@@H]5CC[C@H](C4)N5C(=O)c4ccc5ccccc5c4)C3)c12,-8.7,,-8.7,-8.7
1_112,c1cc2c(cc1Nc1nc(Nc3ccc4c(c3)OCCO4)c3ccc(-c4ccc5c(c4)OCCO5)cc3n1)OCCO2,-8.4,,-8.4,-9.0
1_113,Nc1ncnc2cccc(OC[C@H]3N[C@@H]4C[C@@H](C(=O)N5CCc6nc7ccc(F)cc7cc6C5=O)C[C@H]3C4)c12,-8.7,,-8.7,-8.7
1_114,CC1(C(=O)N2CCC3(C2)Oc2ccc(C(=O)Nc4nc(N)c5ccccc5n4)cc2O3)Cc2c([nH]c3ccccc23)-c2ccccc21,-10.3,,-10.3,-10.3
1_115,Cc1cccc(C)c1NC(=O)c1cc2ccccc2nc1N1CC2C3CC(CC(N4CCCC4)C3)C2C1=O,-9.2,,-9.2,-9.2
1_116,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(N4CCC(F)CC4)nc4ncc(-c5ccc6[nH]ncc6c5)cc34)c2)[C@H](C)[C@@H](C)O1,-10.1,,-10.1,-10.1
1_117,c1ccc2nc(-c3ccc4c(c3)OCCO4)c(-c3ccc4c(c3)OCCO4)cc2c1,-7.6,,-7.6,-7.6
1_118,O=C(c1ccc2c(c1)OCCO2)N1CCC2(CC1)CC(c1ccc3cc4c(cc3c1)OCO4)Nc1ccccc12,-10.0,,-10.0,-10.0
1_119,C[C@@H]1CN(c2ncnc3cc(F)c(Oc4ccc5cc(-c6c[nH]c7ccccc67)ncc5c4)cc23)C[C@@H](C)O1,-9.9,,-9.9,-9.9
1_120,C[C@H]1CN(C(=O)[C@@H]2C[C@@H](O)C[C@@H](c3cc4cc(-c5ccc6nc(N)nc(N)c6c5)ccc4[nH]3)N2)C[C@@H](C)O1,-9.3,,-9.3,-9.3
1_121,CC(=O)N1CCC(OC(=O)c2ccc3nc(Nc4ccc5[nH]ncc5c4)nc(Nc4cccc(C)c4)c3c2)CC1,-10.1,,-10.1,-10.1
1_122,CN1CCC(c2cc(Nc3ncc4ccc(Oc5ccc6nc(N)nc(N)c6c5)cc4n3)c3ccccc3n2)CC1,-9.7,,-9.7,-9.7
1_123,Cc1cccc2[nH]c3c(c12)C(=O)N(c1cc2ccccc2c(Nc2cccc(C(=O)N4CCOCC4)c2)n1)C3c1ccc2c(c1)OCO2,-10.0,,-10.0,-10.0
1_124,c1ccc2cc3c(Nc4ccc5c(c4)OCCO5)nc(Nc4ccc5c(c4)OCCO5)nc3cc2c1,-9.2,,-9.2,-9.1
1_125,O=C(Nc1cc(F)cc(Nc2cn3cc(-c4cc5c(cc4F)OCCO5)nc(-c4ccc5c(c4)OCCO5)c3n2)c1)C1(F)CC1,-9.8,,-9.8,-9.8
1_126,CC1(C)CCC2=C(C1)NC(=O)NC2(O)c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc4c3OCCO4)c2c1,-10.2,,-10.2,-10.2
1_127,Cc1cccc2nc3ccccc3c(Nc3nc(Nc4ccc5cc6ccccc6c(O)c5c4)nc(N4CCOCC4)n3)c12,-9.2,,-9.2,-9.2
1_128,NC1=NC(c2cc(-c3ccc4c(c3)CN(C(=O)C3CCOCC3)CC4)nc3ccccc23)Nc2cc3c(cc21)OCO3,-9.5,,-9.5,-9.5
1_129,O=C1Nc2c(Cc3c[nH]c4ccccc34)n(c3ccccc23)Cc2c([nH]c3ccccc23)-c2c[nH]c3cccc1c23,-9.7,,-9.7,-9.7
1_130,Cc1ccc2nc(Nc3ccc4nc(O)c(C(=O)N5CCN(c6ccc7ccccc7n6)CC5)cc4c3)c(C)cc2c1,-9.2,,-9.2,-9.2
1_131,Nc1nc(N)c2cc(Oc3ccc4nc5ccccc5c(Nc5cccc6cnccc56)c4c3)c(F)cc2n1,-9.4,,-9.4,-9.4
1_132,Nc1nc(N2CCC(c3cc4c(O)cccc4c(Nc4ccc5c(c4)OCCO5)n3)CC2)c2ccccc2n1,-9.5,,-9.5,-9.5
1_133,NC(=O)c1cccc(Nc2nc(-c3ccc4c(c3)OCCO4)cc(-c3ccc4[nH]nc(-c5cc(F)cc(F)c5)c4c3)n2)c1,-9.9,,-9.9,-9.9
1_134,O=C(Nc1ccnc2ccccc12)c1ccc2c(N3CCC4(CC3)OCCO4)ccnc2c1,-8.5,,-8.5,-8.5
1_135,O=C(c1cc(-c2ccc3c(c2)OCCO3)cc2[nH]ccc12)N1CCN(c2n[nH]c3ccccc23)CC1,-9.8,,-9.8,-9.8
1_136,O=C1CCC(c2ccc3nc(-c4ccc5c(c4)OCCO5)nc(Nc4ccc5c(c4)OCCO5)c3c2)=NN1,-10.1,,-10.1,-10.1
1_137,C1=C(c2ccc3c(Nc4ccc5c(c4)OCCO5)nc(Nc4ccc5[nH]ncc5c4)nc3c2)CCNC1,-9.6,,-9.6,-9.6
1_138,O=C(Nc1nc(-c2ccc3c(c2)OCCO3)cc(-c2ccc3ccccc3c2)n1)N1CCCC2(C1)OCCO2,-9.7,,-9.7,-9.7
1_139,O=C1NC(c2ccc3c(c2)OCO3)(c2c[nH]c3ccccc23)C(=O)N1Cc1ccc2c(c1)OCO2,-8.0,,-8.0,-8.0
1_140,Nc1cc(-c2ccc3ncnc(NC4CC5CCC(C4)N5C(=O)N4CCC5(CCO5)C4)c3c2)ccn1,-8.5,,-8.5,-8.5
1_141,O=C1CC(c2cc(NC(=O)Nc3cccc4ccccc34)cc(-c3cccc(C(F)(F)F)c3)c2)c2c(F)cccc2N1,-10.4,,-10.4,-10.4
1_142,O=c1c2ccccc2nc([C@H]2CCc3cc(-c4ccc5nc(C6CCNCC6)ccc5c4)c(F)cc3O2)n1-c1ccc2[nH]ncc2c1,-8.4,,-8.4,-8.4
1_143,Cc1ccc2c(N3CCC(C(c4ccc5c(c4)OCCO5)N4CCC5(CC4)NC(=O)NC5=O)CC3)nc(Nc3cc4ccoc4cc3F)nc2n1,-9.3,,-9.3,-9.3
1_144,O=C(c1[nH]c2ccccc2c1C1(F)CNC1)N1CC[C@@H](Oc2cc3c(cc2-c2ccc4[nH]ncc4c2)CCN3C(=O)C2(F)CC2)C1,-9.7,,-9.7,-9.7
1_145,CC1(C(=O)N2CCC(c3[nH]c4ccc(C(F)(F)F)cc4c3-c3ccc4[nH]ncc4c3)CC2)NC(=O)NC1=O,-9.1,,-9.1,-9.1
1_146,COc1ccc2cc(C(=O)N3CCN(C(=O)c4c[nH]c5ccccc45)CC3)c(-c3ccc4c(c3)OCO4)nc2c1F,-8.8,,-8.8,-8.8
1_147,NC(=O)c1cccc(-c2n[nH]c3cc(F)c(-c4ccc5c(c4)N(C(c4cc6cn[nH]c6cc4F)C4CCC(=O)NC4=O)C(=O)C5)cc23)c1,-9.9,,-9.9,-9.9
1_148,COc1cc(Oc2nc(Nc3cc4c(cc3F)OCCO4)c3cc(F)ccc3n2)cc2ccnc(N)c12,-9.4,,-9.4,-9.4
1_149,O=C1NC(=O)[C@@](Cc2ccc3ccccc3c2)(C(=O)NN2C(=O)[C@@H]3[C@@H](c4ccc5ccccc5c4)OC(=O)N3c3ccccc32)N1,-9.6,,-9.6,-9.6
